## EBL from Khaire & Srianand 2018; Q18 Model with alpha=-1.8 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     1.027495e-37
 1.122019e-08     1.499171e-37
 1.258925e-08     2.179177e-37
 1.412538e-08     3.145115e-37
 1.584893e-08     4.494277e-37
 1.778279e-08     6.345199e-37
 1.995263e-08     8.838682e-37
 2.238721e-08     1.213881e-36
 2.511887e-08     1.643469e-36
 2.818382e-08     2.194268e-36
 3.162278e-08     2.891014e-36
 3.548135e-08     3.761953e-36
 3.981071e-08     4.839391e-36
 4.466837e-08     6.160349e-36
 5.011870e-08     7.767234e-36
 5.623413e-08     9.708799e-36
 6.309576e-08     1.204106e-35
 7.079456e-08     1.482849e-35
 7.943284e-08     1.814553e-35
 8.912505e-08     2.207794e-35
 1.000000e-07     2.672500e-35
 1.122019e-07     3.220138e-35
 1.258925e-07     3.863972e-35
 1.412538e-07     4.619383e-35
 1.584892e-07     5.504146e-35
 1.778279e-07     6.538906e-35
 1.995263e-07     7.747538e-35
 2.238721e-07     9.157715e-35
 2.511887e-07     1.080154e-34
 2.818382e-07     1.271618e-34
 3.162278e-07     1.494477e-34
 3.548136e-07     1.753723e-34
 3.981071e-07     2.055144e-34
 4.466837e-07     2.405456e-34
 5.011870e-07     2.812429e-34
 5.623413e-07     3.285084e-34
 6.309576e-07     3.833864e-34
 7.079456e-07     4.470869e-34
 7.943284e-07     5.210140e-34
 8.912505e-07     6.067922e-34
 1.000000e-06     7.063077e-34
 1.122019e-06     8.217430e-34
 1.258925e-06     9.556268e-34
 1.412538e-06     1.110895e-33
 1.584893e-06     1.290944e-33
 1.778279e-06     1.499710e-33
 1.995263e-06     1.741761e-33
 2.238721e-06     2.022379e-33
 2.511887e-06     2.347697e-33
 2.818382e-06     2.724811e-33
 3.162278e-06     3.161957e-33
 3.548136e-06     3.668666e-33
 3.981071e-06     4.255981e-33
 4.466837e-06     4.936719e-33
 5.011870e-06     5.725704e-33
 5.623413e-06     6.640143e-33
 6.309576e-06     7.699955e-33
 7.079456e-06     8.928217e-33
 7.943284e-06     1.035170e-32
 8.912505e-06     1.200138e-32
 1.000000e-05     1.391321e-32
 1.122019e-05     1.612881e-32
