## EBL from Khaire & Srianand 2018; Q18 Model with alpha=-1.8 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     7.276723e-37
 1.122019e-08     1.058541e-36
 1.258925e-08     1.518855e-36
 1.412538e-08     2.139580e-36
 1.584893e-08     2.956972e-36
 1.778279e-08     4.013099e-36
 1.995263e-08     5.356394e-36
 2.238721e-08     7.042345e-36
 2.511887e-08     9.134473e-36
 2.818382e-08     1.170538e-35
 3.162278e-08     1.483826e-35
 3.548135e-08     1.862844e-35
 3.981071e-08     2.318544e-35
 4.466837e-08     2.863540e-35
 5.011870e-08     3.512355e-35
 5.623413e-08     4.281779e-35
 6.309576e-08     5.191193e-35
 7.079456e-08     6.263010e-35
 7.943284e-08     7.523205e-35
 8.912505e-08     9.001807e-35
 1.000000e-07     1.073366e-34
 1.122019e-07     1.275908e-34
 1.258925e-07     1.512480e-34
 1.412538e-07     1.788504e-34
 1.584892e-07     2.110252e-34
 1.778279e-07     2.485010e-34
 1.995263e-07     2.921209e-34
 2.238721e-07     3.428623e-34
 2.511887e-07     4.018591e-34
 2.818382e-07     4.704237e-34
 3.162278e-07     5.500796e-34
 3.548136e-07     6.425905e-34
 3.981071e-07     7.499997e-34
 4.466837e-07     8.746791e-34
 5.011870e-07     1.019372e-33
 5.623413e-07     1.187265e-33
 6.309576e-07     1.382044e-33
 7.079456e-07     1.607980e-33
 7.943284e-07     1.870032e-33
 8.912505e-07     2.173933e-33
 1.000000e-06     2.526341e-33
 1.122019e-06     2.934962e-33
 1.258925e-06     3.408722e-33
 1.412538e-06     3.957982e-33
 1.584893e-06     4.594727e-33
 1.778279e-06     5.332860e-33
 1.995263e-06     6.188493e-33
 2.238721e-06     7.180277e-33
 2.511887e-06     8.329854e-33
 2.818382e-06     9.662269e-33
 3.162278e-06     1.120659e-32
 3.548136e-06     1.299645e-32
 3.981071e-06     1.507084e-32
 4.466837e-06     1.747497e-32
 5.011870e-06     2.026118e-32
 5.623413e-06     2.349019e-32
 6.309576e-06     2.723229e-32
 7.079456e-06     3.156893e-32
 7.943284e-06     3.659459e-32
 8.912505e-06     4.241860e-32
 1.000000e-05     4.916784e-32
 1.122019e-05     5.698918e-32
 1.258925e-05     6.605275e-32
 1.412538e-05     7.655604e-32
 1.584893e-05     8.872740e-32
 1.778279e-05     1.028319e-31
 1.995263e-05     1.191764e-31
 2.238721e-05     1.381166e-31
 2.511887e-05     1.600646e-31
 2.818382e-05     1.854980e-31
 3.162278e-05     2.149705e-31
 3.548135e-05     2.491231e-31
 3.981071e-05     2.886987e-31
 4.466837e-05     3.345590e-31
 5.011870e-05     3.877011e-31
 5.623413e-05     4.492822e-31
 6.309577e-05     5.206419e-31
 7.079457e-05     6.033317e-31
 7.943284e-05     6.991522e-31
 8.912505e-05     8.101865e-31
 1.000000e-04     9.388525e-31
 1.122018e-04     1.087947e-30
 1.258926e-04     1.260589e-30
 1.412538e-04     1.457421e-30
 1.584893e-04     1.683723e-30
 1.778279e-04     1.945339e-30
 1.995262e-04     2.248781e-30
 2.238722e-04     2.601481e-30
 2.511887e-04     3.012043e-30
 2.818383e-04     3.490535e-30
 3.162278e-04     4.048792e-30
 3.548134e-04     4.700760e-30
 3.981073e-04     5.462917e-30
 4.466837e-04     6.354733e-30
 5.011873e-04     7.399257e-30
 5.623413e-04     8.623784e-30
 6.309572e-04     1.006066e-29
 7.079460e-04     1.174826e-29
 7.943284e-04     1.373210e-29
 8.912510e-04     1.606623e-29
 1.000000e-03     1.881490e-29
 1.122018e-03     2.205446e-29
 1.258926e-03     2.587580e-29
 1.412538e-03     3.038695e-29
 1.584893e-03     3.571665e-29
 1.778279e-03     4.201832e-29
 1.995262e-03     4.947474e-29
 2.238722e-03     5.830391e-29
 2.511887e-03     6.876574e-29
 2.818383e-03     8.117059e-29
 3.162278e-03     9.588897e-29
 3.548133e-03     1.133632e-28
 3.981073e-03     1.341222e-28
 4.466837e-03     1.587974e-28
 5.011873e-03     1.881448e-28
 5.623413e-03     2.230696e-28
