## EBL from Khaire & Srianand 2018; Q18 Model with alpha=-1.8 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     4.220109e-37
 1.122019e-08     6.136831e-37
 1.258925e-08     8.793718e-37
 1.412538e-08     1.236253e-36
 1.584893e-08     1.704599e-36
 1.778279e-08     2.307998e-36
 1.995263e-08     3.073614e-36
 2.238721e-08     4.032554e-36
 2.511887e-08     5.220420e-36
 2.818382e-08     6.677893e-36
 3.162278e-08     8.451593e-36
 3.548135e-08     1.059495e-35
 3.981071e-08     1.316937e-35
 4.466837e-08     1.624560e-35
 5.011870e-08     1.990510e-35
 5.623413e-08     2.424208e-35
 6.309576e-08     2.936531e-35
 7.079456e-08     3.540060e-35
 7.943284e-08     4.249376e-35
 8.912505e-08     5.081338e-35
 1.000000e-07     6.055506e-35
 1.122019e-07     7.194525e-35
 1.258925e-07     8.524622e-35
 1.412538e-07     1.007625e-34
 1.584892e-07     1.188462e-34
 1.778279e-07     1.399065e-34
 1.995263e-07     1.644168e-34
 2.238721e-07     1.929259e-34
 2.511887e-07     2.260704e-34
 2.818382e-07     2.645874e-34
 3.162278e-07     3.093322e-34
 3.548136e-07     3.612950e-34
 3.981071e-07     4.216234e-34
 4.466837e-07     4.916491e-34
 5.011870e-07     5.729125e-34
 5.623413e-07     6.672023e-34
 6.309576e-07     7.765885e-34
 7.079456e-07     9.034698e-34
 7.943284e-07     1.050629e-33
 8.912505e-07     1.221287e-33
 1.000000e-06     1.419182e-33
 1.122019e-06     1.648640e-33
 1.258925e-06     1.914672e-33
 1.412538e-06     2.223097e-33
 1.584893e-06     2.580643e-33
 1.778279e-06     2.995119e-33
 1.995263e-06     3.475568e-33
 2.238721e-06     4.032464e-33
 2.511887e-06     4.677960e-33
 2.818382e-06     5.426117e-33
 3.162278e-06     6.293253e-33
 3.548136e-06     7.298260e-33
 3.981071e-06     8.463020e-33
 4.466837e-06     9.812931e-33
 5.011870e-06     1.137737e-32
 5.623413e-06     1.319043e-32
 6.309576e-06     1.529159e-32
 7.079456e-06     1.772656e-32
 7.943284e-06     2.054842e-32
 8.912505e-06     2.381853e-32
 1.000000e-05     2.760814e-32
 1.122019e-05     3.199972e-32
 1.258925e-05     3.708878e-32
 1.412538e-05     4.298622e-32
 1.584893e-05     4.982025e-32
 1.778279e-05     5.773969e-32
 1.995263e-05     6.691690e-32
 2.238721e-05     7.755147e-32
 2.511887e-05     8.987495e-32
 2.818382e-05     1.041553e-31
 3.162278e-05     1.207037e-31
 3.548135e-05     1.398797e-31
 3.981071e-05     1.621007e-31
 4.466837e-05     1.878504e-31
 5.011870e-05     2.176888e-31
 5.623413e-05     2.522655e-31
 6.309577e-05     2.923326e-31
 7.079457e-05     3.387614e-31
 7.943284e-05     3.925628e-31
 8.912505e-05     4.549065e-31
 1.000000e-04     5.271501e-31
 1.122018e-04     6.108640e-31
 1.258926e-04     7.077793e-31
 1.412538e-04     8.180956e-31
 1.584893e-04     9.449796e-31
 1.778279e-04     1.091770e-30
 1.995262e-04     1.262130e-30
 2.238722e-04     1.460230e-30
 2.511887e-04     1.690897e-30
 2.818383e-04     1.959788e-30
 3.162278e-04     2.273562e-30
 3.548134e-04     2.640067e-30
 3.981073e-04     3.068584e-30
 4.466837e-04     3.570079e-30
 5.011873e-04     4.157536e-30
 5.623413e-04     4.846332e-30
 6.309572e-04     5.654696e-30
 7.079460e-04     6.604252e-30
 7.943284e-04     7.720649e-30
