## EBL from Khaire & Srianand 2018; Q18 Model with alpha=-1.8 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     4.584256e-45
 1.122019e-08     6.671081e-45
 1.258925e-08     9.491999e-45
 1.412538e-08     1.320978e-44
 1.584893e-08     1.802149e-44
 1.778279e-08     2.415360e-44
 1.995263e-08     3.186441e-44
 2.238721e-08     4.144835e-44
 2.511887e-08     5.324179e-44
 2.818382e-08     6.762907e-44
 3.162278e-08     8.505106e-44
 3.548135e-08     1.060136e-43
 3.981071e-08     1.310988e-43
 4.466837e-08     1.609780e-43
 5.011870e-08     1.964253e-43
 5.623413e-08     2.383363e-43
 6.309576e-08     2.877459e-43
 7.079456e-08     3.458518e-43
 7.943284e-08     4.140424e-43
 8.912505e-08     4.939237e-43
 1.000000e-07     5.873593e-43
 1.122019e-07     6.965067e-43
 1.258925e-07     8.238653e-43
 1.412538e-07     9.723371e-43
 1.584892e-07     1.145278e-42
 1.778279e-07     1.346587e-42
 1.995263e-07     1.580775e-42
 2.238721e-07     1.853074e-42
 2.511887e-07     2.169549e-42
 2.818382e-07     2.537224e-42
 3.162278e-07     2.964251e-42
 3.548136e-07     3.460067e-42
 3.981071e-07     4.035604e-42
 4.466837e-07     4.703555e-42
 5.011870e-07     5.478598e-42
 5.623413e-07     6.377777e-42
 6.309576e-07     7.420818e-42
 7.079456e-07     8.630577e-42
 7.943284e-07     1.003358e-41
 8.912505e-07     1.166050e-41
 1.000000e-06     1.354696e-41
 1.122019e-06     1.573419e-41
 1.258925e-06     1.826994e-41
 1.412538e-06     2.120965e-41
 1.584893e-06     2.461743e-41
 1.778279e-06     2.856768e-41
 1.995263e-06     3.314660e-41
 2.238721e-06     3.845395e-41
 2.511887e-06     4.460554e-41
 2.818382e-06     5.173536e-41
 3.162278e-06     5.999891e-41
 3.548136e-06     6.957617e-41
 3.981071e-06     8.067566e-41
 4.466837e-06     9.353938e-41
 5.011870e-06     1.084472e-40
 5.623413e-06     1.257241e-40
 6.309576e-06     1.457461e-40
 7.079456e-06     1.689490e-40
 7.943284e-06     1.958382e-40
 8.912505e-06     2.269985e-40
 1.000000e-05     2.631090e-40
 1.122019e-05     3.049553e-40
 1.258925e-05     3.534476e-40
 1.412538e-05     4.096424e-40
 1.584893e-05     4.747616e-40
 1.778279e-05     5.502230e-40
 1.995263e-05     6.376690e-40
 2.238721e-05     7.390014e-40
 2.511887e-05     8.564265e-40
 2.818382e-05     9.924978e-40
 3.162278e-05     1.150178e-39
 3.548135e-05     1.332898e-39
 3.981071e-05     1.544631e-39
 4.466837e-05     1.789987e-39
 5.011870e-05     2.074301e-39
 5.623413e-05     2.403764e-39
 6.309577e-05     2.785542e-39
 7.079457e-05     3.227937e-39
 7.943284e-05     3.740581e-39
 8.912505e-05     4.334619e-39
 1.000000e-04     5.022987e-39
 1.122018e-04     5.820650e-39
 1.258926e-04     6.743695e-39
 1.412538e-04     7.783422e-39
 1.584893e-04     8.985810e-39
 1.778279e-04     1.038265e-38
 1.995262e-04     1.200741e-38
 2.238722e-04     1.389910e-38
 2.511887e-04     1.610371e-38
 2.818383e-04     1.867548e-38
 3.162278e-04     2.167845e-38
 3.548134e-04     2.518830e-38
 3.981073e-04     2.929449e-38
 4.466837e-04     3.410289e-38
 5.011873e-04     3.973887e-38
 5.623413e-04     4.635100e-38
 6.309572e-04     5.411545e-38
 7.079460e-04     6.324133e-38
 7.943284e-04     7.397672e-38
 8.912510e-04     8.661654e-38
 1.000000e-03     1.015113e-37
 1.122018e-03     1.190779e-37
 1.258926e-03     1.398128e-37
 1.412538e-03     1.643062e-37
 1.584893e-03     1.932620e-37
 1.778279e-03     2.275189e-37
 1.995262e-03     2.680770e-37
 2.238722e-03     3.161291e-37
 2.511887e-03     3.730982e-37
 2.818383e-03     4.406836e-37
 3.162278e-03     5.209148e-37
 3.548133e-03     6.162153e-37
 3.981073e-03     7.294836e-37
 4.466837e-03     8.641823e-37
 5.011873e-03     1.024458e-36
 5.623413e-03     1.215281e-36
 6.309573e-03     1.442640e-36
 7.079460e-03     1.713788e-36
 7.943284e-03     2.037604e-36
 8.912510e-03     2.425076e-36
 1.000000e-02     2.889947e-36
 1.122019e-02     3.449510e-36
 1.258925e-02     4.125521e-36
 1.412538e-02     4.945237e-36
 1.584894e-02     5.942376e-36
 1.778279e-02     7.158133e-36
 1.995263e-02     8.642160e-36
 2.238721e-02     1.045343e-35
 2.511887e-02     1.266135e-35
 2.818385e-02     1.534690e-35
