## EBL from Khaire & Srianand 2018; Q18 Model with alpha=-1.8 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     6.680366e-37
 1.122019e-08     9.732710e-37
 1.258925e-08     1.406155e-36
 1.412538e-08     2.004228e-36
 1.584893e-08     2.810918e-36
 1.778279e-08     3.876148e-36
 1.995263e-08     5.257108e-36
 2.238721e-08     7.019220e-36
 2.511887e-08     9.237370e-36
 2.818382e-08     1.199718e-35
 3.162278e-08     1.539673e-35
 3.548135e-08     1.954827e-35
 3.981071e-08     2.458057e-35
 4.466837e-08     3.064165e-35
 5.011870e-08     3.790162e-35
 5.623413e-08     4.655674e-35
 6.309576e-08     5.683324e-35
 7.079456e-08     6.899239e-35
 7.943284e-08     8.333664e-35
 8.912505e-08     1.002154e-34
 1.000000e-07     1.200337e-34
 1.122019e-07     1.432604e-34
 1.258925e-07     1.704383e-34
 1.412538e-07     2.021973e-34
 1.584892e-07     2.392659e-34
 1.778279e-07     2.824904e-34
 1.995263e-07     3.328502e-34
 2.238721e-07     3.914803e-34
 2.511887e-07     4.596975e-34
 2.818382e-07     5.390264e-34
 3.162278e-07     6.312362e-34
 3.548136e-07     7.383756e-34
 3.981071e-07     8.628178e-34
 4.466837e-07     1.007318e-33
 5.011870e-07     1.175064e-33
 5.623413e-07     1.369754e-33
 6.309576e-07     1.595672e-33
 7.079456e-07     1.857780e-33
 7.943284e-07     2.161836e-33
 8.912505e-07     2.514503e-33
 1.000000e-06     2.923514e-33
 1.122019e-06     3.397821e-33
 1.258925e-06     3.947792e-33
 1.412538e-06     4.585466e-33
 1.584893e-06     5.324763e-33
 1.778279e-06     6.181839e-33
 1.995263e-06     7.175408e-33
 2.238721e-06     8.327137e-33
 2.511887e-06     9.662167e-33
 2.818382e-06     1.120960e-32
 3.162278e-06     1.300320e-32
 3.548136e-06     1.508205e-32
 3.981071e-06     1.749142e-32
 4.466837e-06     2.028388e-32
 5.011870e-06     2.352019e-32
 5.623413e-06     2.727091e-32
 6.309576e-06     3.161770e-32
 7.079456e-06     3.665518e-32
 7.943284e-06     4.249312e-32
 8.912505e-06     4.925852e-32
 1.000000e-05     5.709882e-32
 1.122019e-05     6.618461e-32
 1.258925e-05     7.671354e-32
 1.412538e-05     8.891505e-32
 1.584893e-05     1.030545e-31
 1.778279e-05     1.194396e-31
 1.995263e-05     1.384272e-31
 2.238721e-05     1.604303e-31
 2.511887e-05     1.859278e-31
 2.818382e-05     2.154743e-31
 3.162278e-05     2.497133e-31
 3.548135e-05     2.893894e-31
 3.981071e-05     3.353658e-31
 4.466837e-05     3.886435e-31
 5.011870e-05     4.503809e-31
 5.623413e-05     5.219223e-31
 6.309577e-05     6.048241e-31
 7.079457e-05     7.008887e-31
 7.943284e-05     8.122080e-31
 8.912505e-05     9.412020e-31
 1.000000e-04     1.090680e-30
 1.122018e-04     1.263891e-30
 1.258926e-04     1.464564e-30
 1.412538e-04     1.695278e-30
 1.584893e-04     1.960677e-30
 1.778279e-04     2.266644e-30
 1.995262e-04     2.620277e-30
 2.238722e-04     3.029995e-30
 2.511887e-04     3.505688e-30
 2.818383e-04     4.058949e-30
 3.162278e-04     4.703366e-30
 3.548134e-04     5.454891e-30
 3.981073e-04     6.332310e-30
 4.466837e-04     7.357766e-30
 5.011873e-04     8.557431e-30
 5.623413e-04     9.962251e-30
 6.309572e-04     1.160886e-29
 7.079460e-04     1.354069e-29
 7.943284e-04     1.580918e-29
 8.912510e-04     1.847543e-29
 1.000000e-03     2.161195e-29
 1.122018e-03     2.530489e-29
 1.258926e-03     2.965671e-29
 1.412538e-03     3.478913e-29
 1.584893e-03     4.084712e-29
 1.778279e-03     4.800329e-29
 1.995262e-03     5.646325e-29
 2.238722e-03     6.647202e-29
 2.511887e-03     7.832165e-29
 2.818383e-03     9.236066e-29
 3.162278e-03     1.090049e-28
 3.548133e-03     1.287506e-28
 3.981073e-03     1.521909e-28
 4.466837e-03     1.800337e-28
 5.011873e-03     2.131258e-28
 5.623413e-03     2.524801e-28
 6.309573e-03     2.993111e-28
 7.079460e-03     3.550796e-28
 7.943284e-03     4.215513e-28
 8.912510e-03     5.008786e-28
 1.000000e-02     5.957064e-28
 1.122019e-02     7.093141e-28
 1.258925e-02     8.457888e-28
 1.412538e-02     1.010245e-27
 1.584894e-02     1.209056e-27
 1.778279e-02     1.450121e-27
 1.995263e-02     1.743151e-27
 2.238721e-02     2.099932e-27
 2.511887e-02     2.534646e-27
 2.818385e-02     3.064162e-27
 3.162277e-02     3.708381e-27
 3.548136e-02     4.490669e-27
 3.981071e-02     5.438279e-27
 4.466837e-02     6.583032e-27
 5.011876e-02     7.961998e-27
 5.623413e-02     9.618462e-27
 6.309576e-02     1.160316e-26
 7.079456e-02     1.397558e-26
 7.943284e-02     1.680595e-26
 8.912515e-02     2.017712e-26
 1.000000e-01     2.418725e-26
 1.122019e-01     2.895369e-26
 1.258925e-01     3.456889e-26
 1.412538e-01     4.102848e-26
 1.584894e-01     4.829076e-26
 1.778279e-01     5.628921e-26
 1.995263e-01     6.494440e-26
 2.238721e-01     7.417341e-26
 2.511887e-01     8.389712e-26
 2.818385e-01     9.404360e-26
 3.162278e-01     1.045498e-25
 3.548135e-01     1.153623e-25
 3.981071e-01     1.264369e-25
 4.466837e-01     1.377384e-25
 5.011876e-01     1.492395e-25
 5.623413e-01     1.609205e-25
 6.309576e-01     1.727691e-25
 7.079456e-01     1.847784e-25
 7.943284e-01     1.969475e-25
 8.912515e-01     2.092796e-25
 1.000000e+00     2.217819e-25
 1.122019e+00     2.344652e-25
 1.258925e+00     2.473423e-25
