## EBL from Khaire & Srianand 2018; Q18 Model with alpha=-1.8 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     4.934183e-37
 1.122019e-08     7.190894e-37
 1.258925e-08     1.040452e-36
 1.412538e-08     1.487235e-36
 1.584893e-08     2.094156e-36
 1.778279e-08     2.901276e-36
 1.995263e-08     3.954518e-36
 2.238721e-08     5.306383e-36
 2.511887e-08     7.016933e-36
 2.818382e-08     9.154813e-36
 3.162278e-08     1.179863e-35
 3.548135e-08     1.503833e-35
 3.981071e-08     1.897705e-35
 4.466837e-08     2.373327e-35
 5.011870e-08     2.944309e-35
 5.623413e-08     3.626343e-35
 6.309576e-08     4.437506e-35
 7.079456e-08     5.398665e-35
 7.943284e-08     6.533967e-35
 8.912505e-08     7.871296e-35
 1.000000e-07     9.442977e-35
 1.122019e-07     1.128640e-34
 1.258925e-07     1.344486e-34
 1.412538e-07     1.596862e-34
 1.584892e-07     1.891575e-34
 1.778279e-07     2.235376e-34
 1.995263e-07     2.636073e-34
 2.238721e-07     3.102719e-34
 2.511887e-07     3.645813e-34
 2.818382e-07     4.277514e-34
 3.162278e-07     5.011931e-34
 3.548136e-07     5.865400e-34
 3.981071e-07     6.856847e-34
 4.466837e-07     8.008243e-34
 5.011870e-07     9.345004e-34
 5.623413e-07     1.089664e-33
 6.309576e-07     1.269729e-33
 7.079456e-07     1.478655e-33
 7.943284e-07     1.721033e-33
 8.912505e-07     2.002175e-33
 1.000000e-06     2.328251e-33
 1.122019e-06     2.706397e-33
 1.258925e-06     3.144884e-33
 1.412538e-06     3.653312e-33
 1.584893e-06     4.242783e-33
 1.778279e-06     4.926180e-33
 1.995263e-06     5.718429e-33
 2.238721e-06     6.636809e-33
 2.511887e-06     7.701372e-33
 2.818382e-06     8.935322e-33
 3.162278e-06     1.036559e-32
 3.548136e-06     1.202334e-32
 3.981071e-06     1.394469e-32
 4.466837e-06     1.617154e-32
 5.011870e-06     1.875238e-32
 5.623413e-06     2.174345e-32
 6.309576e-06     2.520990e-32
 7.079456e-06     2.922717e-32
 7.943284e-06     3.388282e-32
 8.912505e-06     3.927812e-32
 1.000000e-05     4.553065e-32
 1.122019e-05     5.277649e-32
 1.258925e-05     6.117324e-32
 1.412538e-05     7.090389e-32
 1.584893e-05     8.218004e-32
 1.778279e-05     9.524721e-32
 1.995263e-05     1.103898e-31
 2.238721e-05     1.279373e-31
 2.511887e-05     1.482717e-31
 2.818382e-05     1.718352e-31
 3.162278e-05     1.991410e-31
 3.548135e-05     2.307830e-31
 3.981071e-05     2.674495e-31
 4.466837e-05     3.099389e-31
 5.011870e-05     3.591750e-31
 5.623413e-05     4.162300e-31
 6.309577e-05     4.823450e-31
 7.079457e-05     5.589575e-31
 7.943284e-05     6.477360e-31
 8.912505e-05     7.506103e-31
 1.000000e-04     8.698207e-31
 1.122018e-04     1.007959e-30
 1.258926e-04     1.168007e-30
 1.412538e-04     1.352316e-30
 1.584893e-04     1.564493e-30
 1.778279e-04     1.809073e-30
 1.995262e-04     2.091562e-30
 2.238722e-04     2.418555e-30
 2.511887e-04     2.797861e-30
 2.818383e-04     3.238670e-30
 3.162278e-04     3.751771e-30
 3.548134e-04     4.349827e-30
 3.981073e-04     5.047738e-30
 4.466837e-04     5.863054e-30
 5.011873e-04     6.816499e-30
 5.623413e-04     7.932570e-30
 6.309572e-04     9.240252e-30
 7.079460e-04     1.077389e-29
 7.943284e-04     1.257416e-29
 8.912510e-04     1.468934e-29
 1.000000e-03     1.717674e-29
 1.122018e-03     2.010442e-29
 1.258926e-03     2.355330e-29
 1.412538e-03     2.761952e-29
 1.584893e-03     3.241751e-29
 1.778279e-03     3.808354e-29
 1.995262e-03     4.477985e-29
 2.238722e-03     5.269980e-29
 2.511887e-03     6.207378e-29
 2.818383e-03     7.317669e-29
 3.162278e-03     8.633651e-29
 3.548133e-03     1.019445e-28
 3.981073e-03     1.204684e-28
 4.466837e-03     1.424662e-28
 5.011873e-03     1.686053e-28
 5.623413e-03     1.996838e-28
 6.309573e-03     2.366581e-28
 7.079460e-03     2.806776e-28
 7.943284e-03     3.331295e-28
 8.912510e-03     3.957006e-28
 1.000000e-02     4.704584e-28
 1.122019e-02     5.599582e-28
 1.258925e-02     6.673772e-28
 1.412538e-02     7.966851e-28
 1.584894e-02     9.528271e-28
 1.778279e-02     1.141941e-27
 1.995263e-02     1.371589e-27
 2.238721e-02     1.650982e-27
 2.511887e-02     1.991243e-27
 2.818385e-02     2.405655e-27
 3.162277e-02     2.909939e-27
 3.548136e-02     3.522614e-27
 3.981071e-02     4.265321e-27
 4.466837e-02     5.163365e-27
 5.011876e-02     6.246238e-27
 5.623413e-02     7.548370e-27
 6.309576e-02     9.110086e-27
 7.079456e-02     1.097863e-26
 7.943284e-02     1.320968e-26
 8.912515e-02     1.586887e-26
 1.000000e-01     1.903388e-26
 1.122019e-01     2.279731e-26
 1.258925e-01     2.724046e-26
 1.412538e-01     3.238244e-26
 1.584894e-01     3.821026e-26
 1.778279e-01     4.468490e-26
 1.995263e-01     5.174955e-26
 2.238721e-01     5.933816e-26
 2.511887e-01     6.738340e-26
 2.818385e-01     7.582134e-26
 3.162278e-01     8.459443e-26
 3.548135e-01     9.365297e-26
 3.981071e-01     1.029551e-25
 4.466837e-01     1.124667e-25
 5.011876e-01     1.221611e-25
 5.623413e-01     1.320181e-25
 6.309576e-01     1.420242e-25
 7.079456e-01     1.521707e-25
 7.943284e-01     1.624546e-25
 8.912515e-01     1.728765e-25
 1.000000e+00     1.834407e-25
 1.122019e+00     1.941550e-25
 1.258925e+00     2.050290e-25
 1.412538e+00     2.160750e-25
 1.584894e+00     2.273061e-25
 1.778279e+00     2.387371e-25
 1.995263e+00     2.503838e-25
 2.238721e+00     2.622628e-25
 2.511887e+00     2.743918e-25
 2.818385e+00     2.867896e-25
 3.162278e+00     2.994764e-25
 3.548136e+00     3.124753e-25
 3.981071e+00     3.258120e-25
 4.466837e+00     3.395172e-25
 5.011876e+00     3.536276e-25
 5.623413e+00     3.681883e-25
 6.309576e+00     3.832310e-25
 7.079456e+00     3.982864e-25
 7.943284e+00     4.139343e-25
 8.912516e+00     4.311593e-25
 1.000000e+01     4.512296e-25
 1.122019e+01     4.756274e-25
 1.258925e+01     5.059990e-25
 1.412538e+01     5.441527e-25
 1.584894e+01     5.920891e-25
 1.778279e+01     6.520515e-25
 1.995263e+01     7.265716e-25
 2.238721e+01     8.184817e-25
 2.511887e+01     9.308877e-25
 2.818385e+01     1.067055e-24
 3.162278e+01     1.230195e-24
 3.548135e+01     1.423149e-24
 3.981071e+01     1.647957e-24
 4.466837e+01     1.905212e-24
 5.011876e+01     2.195051e-24
 5.623413e+01     2.508079e-24
 6.309576e+01     2.859466e-24
 7.079456e+01     3.242882e-24
 7.943284e+01     3.705570e-24
 8.912515e+01     4.232105e-24
 1.000000e+02     4.844960e-24
 1.120000e+02     5.563398e-24
 1.250000e+02     6.381481e-24
 1.400000e+02     7.346347e-24
 1.550000e+02     8.317369e-24
 1.650000e+02     8.955317e-24
 1.750000e+02     9.587763e-24
 1.850000e+02     1.020986e-23
 1.900000e+02     1.050294e-23
 1.950000e+02     1.081095e-23
 2.000000e+02     1.112306e-23
 2.050000e+02     1.145299e-23
 2.100000e+02     1.181413e-23
 2.150000e+02     1.226922e-23
 2.180000e+02     1.263400e-23
 2.210000e+02     1.310242e-23
 2.240000e+02     1.377155e-23
 2.260000e+02     1.431338e-23
 2.270000e+02     1.466692e-23
 2.275000e+02     1.484683e-23
 2.278400e+02     1.497427e-23
 2.380000e+02     1.758820e-23
 2.500000e+02     2.027438e-23
 2.700000e+02     2.543057e-23
 2.900000e+02     3.099370e-23
 3.035000e+02     3.483798e-23
 3.037800e+02     4.396488e-23
 3.045000e+02     4.418675e-23
 3.060000e+02     4.461269e-23
 3.080000e+02     4.517822e-23
 3.100000e+02     4.575291e-23
 3.120000e+02     4.631988e-23
 3.150000e+02     4.717662e-23
 3.200000e+02     4.885544e-23
 3.250000e+02     5.023590e-23
 3.300000e+02     5.163756e-23
 3.400000e+02     5.448323e-23
 3.600000e+02     6.048265e-23
 3.800000e+02     6.612911e-23
 4.050000e+02     7.266438e-23
 4.250000e+02     7.771581e-23
 4.500000e+02     8.360952e-23
 4.650000e+02     8.729430e-23
 4.750000e+02     9.016258e-23
 4.820000e+02     9.188016e-23
 4.870000e+02     9.312853e-23
 4.910000e+02     9.411621e-23
 4.950000e+02     9.511103e-23
 4.980000e+02     9.586300e-23
 5.000000e+02     9.641928e-23
 5.020000e+02     9.700933e-23
 5.039800e+02     9.760079e-23
 5.100000e+02     9.950288e-23
 5.250000e+02     1.034387e-22
 5.600000e+02     1.141800e-22
 6.000000e+02     1.272874e-22
 6.500000e+02     1.444292e-22
 7.000000e+02     1.628786e-22
 7.500000e+02     1.827338e-22
 8.000000e+02     2.041816e-22
 8.300000e+02     2.185004e-22
 8.600000e+02     2.341173e-22
 8.800000e+02     2.456325e-22
 8.900000e+02     2.512587e-22
 8.960000e+02     2.546815e-22
 9.000000e+02     2.569831e-22
 9.030000e+02     2.587200e-22
 9.060000e+02     2.604543e-22
 9.090000e+02     2.621977e-22
 9.117800e+02     2.638212e-22
 9.300000e+02     3.414527e-22
 9.500000e+02     4.169977e-22
 9.750000e+02     4.972220e-22
 9.900000e+02     5.613019e-22
 1.005000e+03     6.290261e-22
 1.025000e+03     7.437807e-22
 1.045000e+03     8.284657e-22
 1.065000e+03     9.675727e-22
 1.085000e+03     1.121180e-21
 1.105000e+03     1.290829e-21
 1.125000e+03     1.468933e-21
 1.145000e+03     1.644507e-21
 1.165000e+03     1.837604e-21
 1.185000e+03     2.025055e-21
 1.205000e+03     2.229625e-21
 1.215600e+03     2.327713e-21
 1.215670e+03     2.375444e-21
 1.216000e+03     2.378415e-21
 1.218000e+03     2.396259e-21
 1.221000e+03     2.422630e-21
 1.225000e+03     2.454551e-21
 1.230000e+03     2.493982e-21
 1.240000e+03     2.592495e-21
 1.250000e+03     2.711056e-21
 1.265000e+03     2.900355e-21
 1.285000e+03     3.158490e-21
 1.305000e+03     3.443883e-21
 1.325000e+03     3.722993e-21
 1.345000e+03     4.024966e-21
 1.365000e+03     4.330521e-21
 1.385000e+03     4.643303e-21
 1.405000e+03     4.945341e-21
 1.425000e+03     5.258598e-21
 1.442000e+03     5.525636e-21
 1.455000e+03     5.744172e-21
 1.475000e+03     6.074930e-21
 1.517000e+03     6.745950e-21
 1.595000e+03     7.967600e-21
 1.672000e+03     9.203765e-21
 1.745000e+03     1.034434e-20
 1.825000e+03     1.158575e-20
 1.905000e+03     1.275101e-20
 1.984000e+03     1.383671e-20
 2.065000e+03     1.484207e-20
 2.135000e+03     1.560492e-20
 2.215000e+03     1.640450e-20
 2.295000e+03     1.716329e-20
 2.375000e+03     1.793608e-20
 2.455000e+03     1.869468e-20
 2.525000e+03     1.936013e-20
 2.605000e+03     2.012300e-20
 2.685000e+03     2.097733e-20
 2.765000e+03     2.179335e-20
 2.845000e+03     2.250458e-20
 2.950000e+03     2.356660e-20
 3.110000e+03     2.522111e-20
 3.270000e+03     2.681841e-20
 3.430000e+03     2.840897e-20
 3.590000e+03     2.996073e-20
 3.730000e+03     3.137416e-20
 3.890000e+03     3.393211e-20
 4.050000e+03     3.649773e-20
 4.210000e+03     4.073410e-20
 4.370000e+03     4.448065e-20
 4.530000e+03     4.845850e-20
 4.690000e+03     5.257019e-20
 4.850000e+03     5.647918e-20
 5.010000e+03     6.004589e-20
 5.170000e+03     6.378834e-20
 5.330000e+03     6.732498e-20
 5.490000e+03     7.097946e-20
 5.650000e+03     7.452743e-20
 5.810000e+03     7.812585e-20
 5.970000e+03     8.144525e-20
 6.130000e+03     8.473511e-20
 6.290000e+03     8.785581e-20
 6.450000e+03     9.084810e-20
 6.610000e+03     9.370410e-20
 6.770000e+03     9.653778e-20
 6.930000e+03     9.920764e-20
 7.090000e+03     1.017682e-19
 7.250000e+03     1.042020e-19
 7.410000e+03     1.065570e-19
 7.570000e+03     1.088385e-19
 7.730000e+03     1.110961e-19
 7.890000e+03     1.133003e-19
 8.050000e+03     1.153473e-19
 8.210000e+03     1.173608e-19
 8.370000e+03     1.193112e-19
 8.530000e+03     1.211460e-19
 8.690000e+03     1.229464e-19
 8.850000e+03     1.247749e-19
 9.010000e+03     1.265266e-19
 9.170000e+03     1.282517e-19
 9.330000e+03     1.299862e-19
 9.490000e+03     1.317668e-19
 9.650000e+03     1.333535e-19
 9.810000e+03     1.349737e-19
 9.970000e+03     1.366327e-19
 1.050000e+04     1.414476e-19
 1.150000e+04     1.482341e-19
 1.250000e+04     1.538877e-19
 1.350000e+04     1.583149e-19
 1.450000e+04     1.621125e-19
 1.550000e+04     1.657446e-19
 1.650000e+04     1.688658e-19
 1.750000e+04     1.706344e-19
 1.850000e+04     1.708729e-19
 1.950000e+04     1.697718e-19
 2.050000e+04     1.677467e-19
 2.150000e+04     1.651929e-19
 2.250000e+04     1.620708e-19
 2.350000e+04     1.581684e-19
 2.450000e+04     1.533098e-19
 2.550000e+04     1.486930e-19
 2.650000e+04     1.439862e-19
 2.750000e+04     1.395670e-19
 2.850000e+04     1.353773e-19
 2.950000e+04     1.312626e-19
 3.050000e+04     1.275266e-19
 3.150000e+04     1.240323e-19
 3.250000e+04     1.206351e-19
