## EBL from Khaire & Srianand 2018; Q18 Model with alpha=-1.8 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     8.356476e-43
 1.122019e-08     1.216800e-42
 1.258925e-08     1.733514e-42
 1.412538e-08     2.415713e-42
 1.584893e-08     3.299735e-42
 1.778279e-08     4.427488e-42
 1.995263e-08     5.846828e-42
 2.238721e-08     7.612310e-42
 2.511887e-08     9.786256e-42
 2.818382e-08     1.243987e-41
 3.162278e-08     1.565481e-41
 3.548135e-08     1.952477e-41
 3.981071e-08     2.415753e-41
 4.466837e-08     2.967739e-41
 5.011870e-08     3.622767e-41
 5.623413e-08     4.397418e-41
 6.309576e-08     5.310848e-41
 7.079456e-08     6.385226e-41
 7.943284e-08     7.646252e-41
 8.912505e-08     9.123649e-41
 1.000000e-07     1.085191e-40
 1.122019e-07     1.287098e-40
 1.258925e-07     1.522710e-40
 1.412538e-07     1.797399e-40
 1.584892e-07     2.117376e-40
 1.778279e-07     2.489858e-40
 1.995263e-07     2.923195e-40
 2.238721e-07     3.427067e-40
 2.511887e-07     4.012704e-40
 2.818382e-07     4.693103e-40
 3.162278e-07     5.483353e-40
 3.548136e-07     6.400921e-40
 3.981071e-07     7.466042e-40
 4.466837e-07     8.702206e-40
 5.011870e-07     1.013658e-39
 5.623413e-07     1.180072e-39
 6.309576e-07     1.373112e-39
 7.079456e-07     1.597009e-39
 7.943284e-07     1.856672e-39
 8.912505e-07     2.157780e-39
 1.000000e-06     2.506926e-39
 1.122019e-06     2.911739e-39
 1.258925e-06     3.381059e-39
 1.412538e-06     3.925148e-39
 1.584893e-06     4.555870e-39
 1.778279e-06     5.286995e-39
 1.995263e-06     6.134478e-39
 2.238721e-06     7.116787e-39
 2.511887e-06     8.255351e-39
 2.818382e-06     9.574974e-39
 3.162278e-06     1.110443e-38
 3.548136e-06     1.287705e-38
 3.981071e-06     1.493141e-38
 4.466837e-06     1.731230e-38
 5.011870e-06     2.007154e-38
 5.623413e-06     2.326926e-38
 6.309576e-06     2.697507e-38
 7.079456e-06     3.126960e-38
 7.943284e-06     3.624644e-38
 8.912505e-06     4.201382e-38
 1.000000e-05     4.869740e-38
 1.122019e-05     5.644261e-38
 1.258925e-05     6.541791e-38
 1.412538e-05     7.581886e-38
 1.584893e-05     8.787159e-38
 1.778279e-05     1.018385e-37
