1.000000000000000021e-08 -1.786507054654052675e-20 -1.759697015289629828e-19 -3.731317981449192220e-19 -3.854985493219423848e-19 -3.866699889520009425e-19 -3.866755280049657158e-19
1.047249412298147599e-08 -1.868787493599990146e-20 -1.842703999286540020e-19 -3.916678730956596724e-19 -4.046269148508942199e-19 -4.058538131384665849e-19 -4.058596140415688873e-19
1.096731331558817776e-08 -1.941532455516562272e-20 -1.917015679244695267e-19 -4.092196704170316073e-19 -4.227985324986683694e-19 -4.240835093551247648e-19 -4.240895844806572928e-19
1.148551242423939246e-08 -2.008733307492027162e-20 -1.986149765214279469e-19 -4.262142159605689501e-19 -4.404416733305955413e-19 -4.417874723789158116e-19 -4.417938346837586479e-19
1.202819613622777605e-08 -2.072700546288991484e-20 -2.052301067162627971e-19 -4.429646969690209769e-19 -4.578708325248375135e-19 -4.592803269345188876e-19 -4.592869899877511257e-19
1.259652133467138771e-08 -2.134437895092694475e-20 -2.116458632849467502e-19 -4.596499525747558877e-19 -4.752662257138800117e-19 -4.767424243101718241e-19 -4.767494023220116025e-19
1.319169956473571732e-08 -2.194201615241761383e-20 -2.178873632699150111e-19 -4.763486771975586583e-19 -4.927079984784058835e-19 -4.942540521392988847e-19 -4.942613599914012985e-19
1.381499961638323665e-08 -2.251868442853766344e-20 -2.239408753784285715e-19 -4.930749864536213839e-19 -5.102117982663527313e-19 -5.118310066207319375e-19 -5.118386598978838747e-19
1.446775022915647947e-08 -2.307130146100373493e-20 -2.297731212348542373e-19 -5.098029439306214261e-19 -5.277533066961308264e-19 -5.294491251373877013e-19 -5.294571401607692311e-19
1.515134292476051304e-08 -2.359571956527322853e-20 -2.353395330749303463e-19 -5.264800061185333419e-19 -5.452816891465333447e-19 -5.470577361767517238e-19 -5.470661300387027908e-19
1.586723497348317818e-08 -2.408722837649090901e-20 -2.405891434428185922e-19 -5.430354498706135300e-19 -5.627280257193051855e-19 -5.645880906396569883e-19 -5.645968812401163926e-19
1.661695250077690681e-08 -2.454104905864075565e-20 -2.454695272584939258e-19 -5.593877382805429501e-19 -5.800126793546797617e-19 -5.819607303187882989e-19 -5.819699364034755462e-19
1.740209374062484928e-08 -2.495213485142997255e-20 -2.499252285674060130e-19 -5.754440866874397619e-19 -5.970448629505390294e-19 -5.990850553981425036e-19 -5.990946965984886884e-19
1.822433244262664688e-08 -2.531537147516102315e-20 -2.538996979532430514e-19 -5.911030283418075456e-19 -6.137252053929246477e-19 -6.158618908824057158e-19 -6.158719877574256455e-19
1.908542144006685920e-08 -2.562574292272016105e-20 -2.573371161156819398e-19 -6.062561699481689092e-19 -6.299475072507217323e-19 -6.321852427096420583e-19 -6.321958167897559971e-19
