2.398832919019489733e-08 4.621934222000914638e-01
2.511886431509582074e-08 4.780288659670886009e-01
2.630267991895381428e-08 5.039917276253401690e-01
2.754228703338163287e-08 5.315846195436962907e-01
2.884031503126605734e-08 5.505538168253796272e-01
3.019951720402019445e-08 5.811628828259491897e-01
3.162277660168379191e-08 6.024402815961983348e-01
3.311311214825907793e-08 6.364116627158132866e-01
3.467368504525316419e-08 6.602570987202782682e-01
3.630780547701017500e-08 6.979713839168781853e-01
3.801893963205612578e-08 7.246719440928025557e-01
3.981071705534968960e-08 7.665423217219579088e-01
4.168693834703354904e-08 7.964069591997144926e-01
4.365158322401665195e-08 8.428915700516125264e-01
4.570881896148751731e-08 8.762330473245131257e-01
4.786300923226380207e-08 9.111420287178255695e-01
5.011872336272724970e-08 9.649763590641144972e-01
5.248074602497723178e-08 1.003839020589185171e+00
5.495408738576248294e-08 1.063429548111000988e+00
5.754399373371566533e-08 1.106470739618310217e+00
6.025595860743580818e-08 1.172281003580418979e+00
6.309573444801929638e-08 1.219714868738122737e+00
6.606934480075964126e-08 1.268768305322542256e+00
6.918309709189362439e-08 1.343323434894684976e+00
7.244359600749906093e-08 1.395986993149909816e+00
7.585775750291835657e-08 1.476668152452549565e+00
7.943282347242821957e-08 1.531506696454514316e+00
8.317637711026708743e-08 1.584951744860863876e+00
8.709635899560796852e-08 1.667997025529053712e+00
9.120108393559096371e-08 1.718112924786328488e+00
9.549925860214368827e-08 1.796429369974200219e+00
9.999999999999999547e-08 1.829073649944322533e+00
1.047128548050898535e-07 1.849543156433595792e+00
1.096478196143185152e-07 1.901329230589494435e+00
1.148153621496884059e-07 1.878965517381140815e+00
1.202264434617413232e-07 1.880142269926077470e+00
1.258925411794166167e-07 1.817583348900229323e+00
1.318256738556407445e-07 1.715005481292650735e+00
1.380384264602886539e-07 1.630148524092344120e+00
1.445439770745927883e-07 1.495101721288703445e+00
1.513561248436207233e-07 1.383128562548379792e+00
1.584893192461114080e-07 1.209688617749860473e+00
1.659586907437563089e-07 1.115578566426287166e+00
1.737800828749376450e-07 9.470164305430598395e-01
1.819700858609982424e-07 8.111900615747276166e-01
1.905460717963248274e-07 7.326190361400876094e-01
1.995262314968882942e-07 6.172561959072770943e-01
2.089296130854040866e-07 5.676193291849654932e-01
2.187761623949551894e-07 4.796355212587676831e-01
2.290867652767770018e-07 4.466615923459508752e-01
2.398832919019489799e-07 3.845489645471167894e-01
2.511886431509582273e-07 3.651327321924648928e-01
2.630267991895381560e-07 3.210247093938543572e-01
2.754228703338163154e-07 3.119273294376069261e-01
2.884031503126605668e-07 2.805542237921780369e-01
3.019951720402019180e-07 2.757230320716512750e-01
3.162277660168379191e-07 2.577075151958748145e-01
3.311311214825907925e-07 2.535471000341936176e-01
3.467368504525316419e-07 2.508842796455925672e-01
3.630780547701017368e-07 2.444446889946045032e-01
3.801893963205612578e-07 2.471426956464964630e-01
3.981071705534969225e-07 2.503300499425000769e-01
4.168693834703355168e-07 2.486628716771752956e-01
4.365158322401665195e-07 2.535013240931608403e-01
4.570881896148751599e-07 2.591407723057450041e-01
4.786300923226379810e-07 2.655987018322925608e-01
5.011872336272724970e-07 2.553859298317290305e-01
5.248074602497733898e-07 1.953115127155025388e-01
5.495408738576248029e-07 8.641170791824454023e-02
5.754399373371566533e-07 3.169677959159138136e-02
6.025595860743580553e-07 1.829863796510625140e-02
6.309573444801942344e-07 1.616746506800698091e-02
6.606934480075964391e-07 1.671002290088692208e-02
6.918309709189362969e-07 1.798639405505324945e-02
7.244359600749891005e-07 1.981344638954748646e-02
7.585775750291835657e-07 2.153175724499831536e-02
7.943282347242821957e-07 2.370600971975831209e-02
8.317637711026708743e-07 2.604006148065773560e-02
8.709635899560796058e-07 2.854531549243897667e-02
9.120108393559096371e-07 3.127486622042816022e-02
9.549925860214368827e-07 3.417073684606593970e-02
9.999999999999999547e-07 3.720545257424106439e-02
1.047128548050898535e-06 4.127153041822052837e-02
1.096478196143185099e-06 4.479004959670457309e-02
1.148153621496884006e-06 4.920973025999169498e-02
1.202264434617413179e-06 5.334937654450292582e-02
1.258925411794166114e-06 5.826786721166291733e-02
1.318256738556407393e-06 6.315999802056104784e-02
1.380384264602886539e-06 6.850290436235317859e-02
1.445439770745927936e-06 7.431784629560943267e-02
1.513561248436207181e-06 8.048013291907303579e-02
1.584893192461114080e-06 8.725588100793668644e-02
1.659586907437563036e-06 9.448562979354330205e-02
1.737800828749376344e-06 1.024279778951147635e-01
1.819700858609982582e-06 1.109329381411255228e-01
1.905460717963248327e-06 1.201594012901463226e-01
1.995262314968882942e-06 1.301182933364072869e-01
2.089296130854040654e-06 1.408439191257296330e-01
2.187761623949551736e-06 1.523654156840789364e-01
2.290867652767770070e-06 1.647064626062352544e-01
2.398832919019489694e-06 1.778849946135667714e-01
2.511886431509582273e-06 1.919128890155117062e-01
2.630267991895381666e-06 2.067956160399274101e-01
2.754228703338163366e-06 2.225318527981630656e-01
2.884031503126605879e-06 2.391130727916543630e-01
3.019951720402019286e-06 2.565231325495738179e-01
3.162277660168379191e-06 2.747378849655217614e-01
3.311311214825907713e-06 2.937248547000479437e-01
3.467368504525316842e-06 3.134430141323368280e-01
3.630780547701017474e-06 3.338426983957537009e-01
3.801893963205612790e-06 3.548656948409375511e-01
3.981071705534969119e-06 3.764455359082816699e-01
4.168693834703354851e-06 3.985080151889197064e-01
4.365158322401665089e-06 4.209719349865830296e-01
4.570881896148751811e-06 4.437500807541441827e-01
4.786300923226380021e-06 4.667504043233731137e-01
5.011872336272724970e-06 4.898773849183001294e-01
5.248074602497734110e-06 5.130335255827053187e-01
5.495408738576248452e-06 5.361209337962190569e-01
5.754399373371566745e-06 5.590429294323663312e-01
6.025595860743580765e-06 5.817056212710386420e-01
6.309573444801943191e-06 6.040193951257200045e-01
6.606934480075964391e-06 6.259002620461937560e-01
6.918309709189362545e-06 6.472710234607120805e-01
7.244359600749891428e-06 6.680622207379439681e-01
7.585775750291835657e-06 6.882128485436839194e-01
7.943282347242821745e-06 7.076708235703828009e-01
8.317637711026709378e-06 7.263932118256747339e-01
8.709635899560797117e-06 7.443462279260569803e-01
9.120108393559096371e-06 7.615050282080438881e-01
9.549925860214368827e-06 7.778533256249319239e-01
1.000000000000000082e-05 7.933828582523697603e-01
1.047128548050900568e-05 8.080927448842372129e-01
1.096478196143185184e-05 8.219887609177144450e-01
1.148153621496884091e-05 8.350825658559765108e-01
1.202264434617413179e-05 8.473909107001278418e-01
1.258925411794166114e-05 8.589348496636886043e-01
1.318256738556407435e-05 8.697389763957756870e-01
1.380384264602883871e-05 8.798307005626490040e-01
1.445439770745928020e-05 8.892395764639848821e-01
1.513561248436207138e-05 8.979966915336918820e-01
1.584893192461114123e-05 9.061341192129184208e-01
1.659586907437559817e-05 9.136844378465708294e-01
1.737800828749376387e-05 9.206803149587106105e-01
1.819700858609982710e-05 9.271541544869624785e-01
1.905460717963248412e-05 9.331378032580196491e-01
1.995262314968878622e-05 9.386623121071868692e-01
2.089296130854040908e-05 9.437577465204135541e-01
2.187761623949551905e-05 9.484530414415354160e-01
2.290867652767774899e-05 9.527758948786063664e-01
2.398832919019490032e-05 9.567526951047337080e-01
2.511886431509582188e-05 9.604084765320400896e-01
2.630267991895381412e-05 9.637668997008519423e-01
2.754228703338169041e-05 9.668502512369959723e-01
2.884031503126605625e-05 9.696794600615648019e-01
3.019951720402019201e-05 9.722741265699058610e-01
3.162277660168379530e-05 9.746525619156247711e-01
3.311311214825914405e-05 9.768318349307887338e-01
3.467368504525316757e-05 9.788278245790895671e-01
3.630780547701017389e-05 9.806552761710894961e-01
3.801893963205612366e-05 9.823278598682205764e-01
3.981071705534977589e-05 9.838582302652971734e-01
4.168693834703355189e-05 9.852580860714309496e-01
4.365158322401656619e-05 9.865382291080384558e-01
4.570881896148751641e-05 9.877086220131059413e-01
4.786300923226380360e-05 9.887784441853328943e-01
5.011872336272725140e-05 9.897561456232656374e-01
5.248074602497723268e-05 9.906494984155279626e-01
5.495408738576248114e-05 9.914656457217109198e-01
5.754399373371566406e-05 9.922111481511280973e-01
6.025595860743580595e-05 9.928920275016912544e-01
6.309573444801929300e-05 9.935138078642967718e-01
6.606934480075964729e-05 9.940815541323742011e-01
6.918309709189362545e-05 9.945999079821594702e-01
7.244359600749906167e-05 9.950731214087205068e-01
7.585775750291835827e-05 9.955050879167882671e-01
7.943282347242822084e-05 9.958993714749807546e-01
8.317637711026709040e-05 9.962592333478859086e-01
8.709635899560813719e-05 9.965876569235482263e-01
9.120108393559096371e-05 9.968873706546168556e-01
9.549925860214368827e-05 9.971608692303517429e-01
1.000000000000000048e-04 9.974104330942495933e-01
1.047128548050900703e-04 9.976381464185926085e-01
1.096478196143185150e-04 9.978459136429667087e-01
1.148153621496884023e-04 9.980354746791126885e-01
1.202264434617413111e-04 9.982084188793525215e-01
1.258925411794168791e-04 9.983661978605928855e-01
1.318256738556407401e-04 9.985101372705783573e-01
1.380384264602883837e-04 9.986414475777052324e-01
1.445439770745927987e-04 9.987612339605798084e-01
1.513561248436207172e-04 9.988705053683029078e-01
1.584893192461114190e-04 9.989701828176903442e-01
1.659586907437559614e-04 9.990611069888259976e-01
1.737800828749376319e-04 9.991440451760047470e-01
1.819700858609982642e-04 9.992196976467546676e-01
1.905460717963248141e-04 9.992887034578165073e-01
1.995262314968878758e-04 9.993516457730178271e-01
2.089296130854040908e-04 9.994090567246691759e-01
2.187761623949551837e-04 9.994614218566749697e-01
2.290867652767774763e-04 9.995091841846023284e-01
2.398832919019489897e-04 9.995527479050879682e-01
2.511886431509582256e-04 9.995924817843434562e-01
2.630267991895381412e-04 9.996287222530463312e-01
2.754228703338168906e-04 9.996617762327094647e-01
2.884031503126605490e-04 9.996919237165532435e-01
3.019951720402019066e-04 9.997194201258458035e-01
3.162277660168379394e-04 9.997444984611697505e-01
3.311311214825914269e-04 9.997673712661833134e-01
3.467368504525316893e-04 9.997882324200980664e-01
3.630780547701017795e-04 9.998072587737267813e-01
3.801893963205612366e-04 9.998246116426013907e-01
3.981071705534977318e-04 9.998404381695911169e-01
4.168693834703355054e-04 9.998548725683621408e-01
4.365158322401656212e-04 9.998680372580032172e-01
4.570881896148752048e-04 9.998800438983518335e-01
4.786300923226380496e-04 9.998909943346094842e-01
5.011872336272725275e-04 9.999009814592176859e-01
5.248074602497722861e-04 9.999100899981664403e-01
5.495408738576247707e-04 9.999183972283572919e-01
5.754399373371566406e-04 9.999259736320658121e-01
6.025595860743581137e-04 9.999328834939602562e-01
6.309573444801929842e-04 9.999391854457391204e-01
6.606934480075964729e-04 9.999449329629707117e-01
6.918309709189362274e-04 9.999501748182960670e-01
7.244359600749905896e-04 9.999549554948388153e-01
7.585775750291835285e-04 9.999593155633165198e-01
7.943282347242821813e-04 9.999632920260087543e-01
8.317637711026708769e-04 9.999669186305149005e-01
8.709635899560813719e-04 9.999702261559555438e-01
9.120108393559096371e-04 9.999732426739863511e-01
9.549925860214368827e-04 9.999759937869123760e-01
1.000000000000000021e-03 9.999785028448520130e-01
