1.000000000000000062e-09 1.242805056662856086e-03
1.047128548050898435e-09 1.311417228428445698e-03
1.096478196143182886e-09 1.576670292237175282e-03
1.148153621496884034e-09 1.697594265930780404e-03
1.202264434617413199e-09 2.040957155928171344e-03
1.258925411794166266e-09 2.453770179275977393e-03
1.318256738556404716e-09 2.680749318088605868e-03
1.380384264602886737e-09 2.959000801603709017e-03
1.445439770745928040e-09 3.557501418791265795e-03
1.513561248436207275e-09 3.955885945796274762e-03
1.584893192461110929e-09 4.426876335122098202e-03
1.659586907437563147e-09 4.982728075288469539e-03
1.737800828749376235e-09 5.632448229196855040e-03
1.819700858609982473e-09 6.384537574106880116e-03
1.905460717963244403e-09 7.260911704854128290e-03
1.995262314968882776e-09 8.284370939551255475e-03
2.089296130854040965e-09 9.472154675873607071e-03
2.187761623949551762e-09 1.084934959276614638e-02
2.290867652767769951e-09 1.189618558175301391e-02
2.398832919019494696e-09 1.368704266933545334e-02
2.511886431509581992e-09 1.512090119530443144e-02
2.630267991895381593e-09 1.679505412237550926e-02
2.754228703338163369e-09 1.870736276991992811e-02
2.884031503126611689e-09 2.090731397622005647e-02
3.019951720402019197e-09 2.341880620464680332e-02
3.162277660168379522e-09 2.543795377676629291e-02
3.311311214825907793e-09 2.865252763408099312e-02
3.467368504525309636e-09 3.133528972389815898e-02
3.630780547701017666e-09 3.438321014339997678e-02
3.801893963205612578e-09 3.783707074910352269e-02
3.981071705534968960e-09 4.174285988889954446e-02
4.168693834703346797e-09 4.615528272669969928e-02
4.365158322401665360e-09 4.978218925337111328e-02
4.570881896148751731e-09 5.528482568067095287e-02
4.786300923226380207e-09 5.994108804874810625e-02
5.011872336272714713e-09 6.515382319275929424e-02
5.248074602497733766e-09 6.926059638238755978e-02
5.495408738576247963e-09 7.562624321102787150e-02
5.754399373371566864e-09 8.081069510761310082e-02
6.025595860743568906e-09 8.856861219329760504e-02
6.309573444801942873e-09 9.503362217877016349e-02
6.606934480075964291e-09 1.021540501895993464e-01
6.918309709189362605e-09 1.100007191676369428e-01
7.244359600749891203e-09 1.161039874662607579e-01
7.585775750291850547e-09 1.254209192578871201e-01
7.943282347242821957e-09 1.328262141368184990e-01
8.317637711026708743e-09 1.408830483162455682e-01
8.709635899560796522e-09 1.496249462679796471e-01
9.120108393559114900e-09 1.590928176938977423e-01
9.549925860214368496e-09 1.693220071651657943e-01
1.000000000000000021e-08 1.803700274194092179e-01
1.047128548050898435e-08 1.922940553343589210e-01
1.096478196143185119e-08 2.011090024798758147e-01
1.148153621496883993e-08 2.146978406707448495e-01
1.202264434617413033e-08 2.248334244452992459e-01
1.258925411794166101e-08 2.355817580963977531e-01
1.318256738556407445e-08 2.469508214162208781e-01
1.380384264602886572e-08 2.640846560486621031e-01
1.445439770745927916e-08 2.770193572697716156e-01
1.513561248436207233e-08 2.906844609672196156e-01
1.584893192461114279e-08 3.051232081311989197e-01
1.659586907437559714e-08 3.203900978673097644e-01
1.737800828749376318e-08 3.365326185162125783e-01
1.819700858609982556e-08 3.469018666092678060e-01
1.905460717963248208e-08 3.646720445656808640e-01
1.995262314968878641e-08 3.835087809345940624e-01
2.089296130854040800e-08 4.034699922137954808e-01
2.187761623949551762e-08 4.166858874084355957e-01
2.290867652767774584e-08 4.387602898335991597e-01
