## EBL from Khaire & Srianand 2018; Q20 Model with alpha=-2.0 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     1.067809e-36
 1.122019e-08     1.554368e-36
 1.258925e-08     2.236448e-36
 1.412538e-08     3.164317e-36
 1.584893e-08     4.396117e-36
 1.778279e-08     5.998928e-36
 1.995263e-08     8.049847e-36
 2.238721e-08     1.063721e-35
 2.511887e-08     1.386219e-35
 2.818382e-08     1.784045e-35
 3.162278e-08     2.270450e-35
 3.548135e-08     2.860617e-35
 3.981071e-08     3.571972e-35
 4.466837e-08     4.424577e-35
 5.011870e-08     5.441513e-35
 5.623413e-08     6.649446e-35
 6.309576e-08     8.079148e-35
 7.079456e-08     9.766186e-35
 7.943284e-08     1.175177e-34
 8.912505e-08     1.408352e-34
 1.000000e-07     1.681670e-34
 1.122019e-07     2.001524e-34
 1.258925e-07     2.375323e-34
 1.412538e-07     2.811663e-34
 1.584892e-07     3.320486e-34
 1.778279e-07     3.913345e-34
 1.995263e-07     4.603607e-34
 2.238721e-07     5.406765e-34
 2.511887e-07     6.340793e-34
 2.818382e-07     7.426503e-34
 3.162278e-07     8.688043e-34
 3.548136e-07     1.015338e-33
 3.981071e-07     1.185490e-33
 4.466837e-07     1.383021e-33
 5.011870e-07     1.612281e-33
 5.623413e-07     1.878320e-33
 6.309576e-07     2.186983e-33
 7.079456e-07     2.545043e-33
 7.943284e-07     2.960360e-33
 8.912505e-07     3.442024e-33
 1.000000e-06     4.000593e-33
 1.122019e-06     4.648280e-33
 1.258925e-06     5.399240e-33
 1.412538e-06     6.269901e-33
 1.584893e-06     7.279260e-33
 1.778279e-06     8.449365e-33
 1.995263e-06     9.805760e-33
 2.238721e-06     1.137801e-32
 2.511887e-06     1.320043e-32
 2.818382e-06     1.531274e-32
 3.162278e-06     1.776102e-32
 3.548136e-06     2.059859e-32
 3.981071e-06     2.388725e-32
 4.466837e-06     2.769873e-32
 5.011870e-06     3.211597e-32
 5.623413e-06     3.723525e-32
 6.309576e-06     4.316803e-32
 7.079456e-06     5.004343e-32
 7.943284e-06     5.801126e-32
 8.912505e-06     6.724484e-32
 1.000000e-05     7.794537e-32
 1.122019e-05     9.034567e-32
 1.258925e-05     1.047155e-31
 1.412538e-05     1.213680e-31
 1.584893e-05     1.406651e-31
 1.778279e-05     1.630272e-31
 1.995263e-05     1.889409e-31
 2.238721e-05     2.189698e-31
 2.511887e-05     2.537678e-31
 2.818382e-05     2.940916e-31
 3.162278e-05     3.408193e-31
 3.548135e-05     3.949674e-31
 3.981071e-05     4.577136e-31
 4.466837e-05     5.304241e-31
 5.011870e-05     6.146796e-31
 5.623413e-05     7.123152e-31
 6.309577e-05     8.254544e-31
 7.079457e-05     9.565572e-31
 7.943284e-05     1.108479e-30
 8.912505e-05     1.284521e-30
 1.000000e-04     1.488519e-30
 1.122018e-04     1.724906e-30
 1.258926e-04     1.998702e-30
 1.412538e-04     2.311933e-30
 1.584893e-04     2.671934e-30
 1.778279e-04     3.087542e-30
 1.995262e-04     3.568941e-30
 2.238722e-04     4.127889e-30
 2.511887e-04     4.778022e-30
 2.818383e-04     5.535269e-30
 3.162278e-04     6.418320e-30
 3.548134e-04     7.449164e-30
 3.981073e-04     8.653753e-30
 4.466837e-04     1.006273e-29
 5.011873e-04     1.171237e-29
 5.623413e-04     1.364557e-29
 6.309572e-04     1.591321e-29
 7.079460e-04     1.857560e-29
 7.943284e-04     2.170422e-29
 8.912510e-04     2.538404e-29
 1.000000e-03     2.971593e-29
 1.122018e-03     3.481977e-29
 1.258926e-03     4.083825e-29
 1.412538e-03     4.794093e-29
 1.584893e-03     5.632985e-29
 1.778279e-03     6.624567e-29
 1.995262e-03     7.797512e-29
 2.238722e-03     9.186011e-29
 2.511887e-03     1.083082e-28
 2.818383e-03     1.278060e-28
 3.162278e-03     1.509343e-28
 3.548133e-03     1.783864e-28
 3.981073e-03     2.109912e-28
 4.466837e-03     2.497382e-28
 5.011873e-03     2.958113e-28
 5.623413e-03     3.506276e-28
 6.309573e-03     4.158867e-28
 7.079460e-03     4.936345e-28
 7.943284e-03     5.863461e-28
 8.912510e-03     6.970394e-28
 1.000000e-02     8.294221e-28
 1.122019e-02     9.880812e-28
 1.258925e-02     1.178710e-27
 1.412538e-02     1.408390e-27
 1.584894e-02     1.685868e-27
 1.778279e-02     2.021893e-27
 1.995263e-02     2.429546e-27
 2.238721e-02     2.924570e-27
 2.511887e-02     3.525759e-27
 2.818385e-02     4.255355e-27
 3.162277e-02     5.139512e-27
 3.548136e-02     6.208930e-27
 3.981071e-02     7.499472e-27
 4.466837e-02     9.053182e-27
 5.011876e-02     1.091930e-26
 5.623413e-02     1.315566e-26
 6.309576e-02     1.583049e-26
 7.079456e-02     1.902431e-26
 7.943284e-02     2.283263e-26
 8.912515e-02     2.736870e-26
