## EBL from Khaire & Srianand 2018; Q20 Model with alpha=-2.0 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     4.888804e-38
 1.122019e-08     7.105520e-38
 1.258925e-08     1.015724e-37
 1.412538e-08     1.422876e-37
 1.584893e-08     1.954199e-37
 1.778279e-08     2.635613e-37
 1.995263e-08     3.496950e-37
 2.238721e-08     4.572331e-37
 2.511887e-08     5.900772e-37
 2.818382e-08     7.526849e-37
 3.162278e-08     9.501650e-37
 3.548135e-08     1.188375e-36
 3.981071e-08     1.474050e-36
 4.466837e-08     1.814953e-36
 5.011870e-08     2.220028e-36
 5.623413e-08     2.699620e-36
 6.309576e-08     3.265679e-36
 7.079456e-08     3.932027e-36
 7.943284e-08     4.714687e-36
 8.912505e-08     5.632191e-36
 1.000000e-07     6.706040e-36
 1.122019e-07     7.961121e-36
 1.258925e-07     9.426271e-36
 1.412538e-07     1.113497e-35
 1.584892e-07     1.312592e-35
 1.778279e-07     1.544409e-35
 1.995263e-07     1.814156e-35
 2.238721e-07     2.127862e-35
 2.511887e-07     2.492528e-35
 2.818382e-07     2.916256e-35
 3.162278e-07     3.408449e-35
 3.548136e-07     3.979994e-35
 3.981071e-07     4.643504e-35
 4.466837e-07     5.413618e-35
 5.011870e-07     6.307273e-35
 5.623413e-07     7.344129e-35
 6.309576e-07     8.546942e-35
 7.079456e-07     9.942080e-35
 7.943284e-07     1.156014e-34
 8.912505e-07     1.343652e-34
 1.000000e-06     1.561231e-34
 1.122019e-06     1.813507e-34
 1.258925e-06     2.105990e-34
 1.412538e-06     2.445074e-34
 1.584893e-06     2.838157e-34
 1.778279e-06     3.293823e-34
 1.995263e-06     3.822011e-34
 2.238721e-06     4.434237e-34
 2.511887e-06     5.143857e-34
 2.818382e-06     5.966331e-34
 3.162278e-06     6.919597e-34
 3.548136e-06     8.024421e-34
 3.981071e-06     9.304857e-34
 4.466837e-06     1.078883e-33
 5.011870e-06     1.250861e-33
 5.623413e-06     1.450171e-33
 6.309576e-06     1.681150e-33
 7.079456e-06     1.948825e-33
 7.943284e-06     2.259028e-33
 8.912505e-06     2.618507e-33
 1.000000e-05     3.035093e-33
 1.122019e-05     3.517851e-33
 1.258925e-05     4.077281e-33
 1.412538e-05     4.725573e-33
 1.584893e-05     5.476822e-33
 1.778279e-05     6.347386e-33
 1.995263e-05     7.356214e-33
 2.238721e-05     8.525243e-33
 2.511887e-05     9.879929e-33
 2.818382e-05     1.144973e-32
 3.162278e-05     1.326883e-32
 3.548135e-05     1.537680e-32
 3.981071e-05     1.781949e-32
 4.466837e-05     2.065007e-32
 5.011870e-05     2.393011e-32
 5.623413e-05     2.773102e-32
 6.309577e-05     3.213547e-32
 7.079457e-05     3.723922e-32
 7.943284e-05     4.315343e-32
 8.912505e-05     5.000665e-32
 1.000000e-04     5.794815e-32
 1.122018e-04     6.715053e-32
 1.258926e-04     7.779828e-32
 1.412538e-04     8.988426e-32
 1.584893e-04     1.038012e-31
 1.778279e-04     1.199234e-31
 1.995262e-04     1.386524e-31
 2.238722e-04     1.604444e-31
 2.511887e-04     1.858294e-31
 2.818383e-04     2.154306e-31
 3.162278e-04     2.499824e-31
 3.548134e-04     2.903512e-31
 3.981073e-04     3.375621e-31
 4.466837e-04     3.928267e-31
 5.011873e-04     4.575800e-31
 5.623413e-04     5.335219e-31
 6.309572e-04     6.226676e-31
 7.079460e-04     7.274082e-31
 7.943284e-04     8.505805e-31
 8.912510e-04     9.955553e-31
 1.000000e-03     1.166339e-30
 1.122018e-03     1.367693e-30
 1.258926e-03     1.605290e-30
 1.412538e-03     1.885871e-30
 1.584893e-03     2.217473e-30
 1.778279e-03     2.609671e-30
 1.995262e-03     3.073882e-30
 2.238722e-03     3.623719e-30
 2.511887e-03     4.275419e-30
 2.818383e-03     5.048373e-30
 3.162278e-03     5.965731e-30
 3.548133e-03     7.055138e-30
 3.981073e-03     8.349648e-30
 4.466837e-03     9.888743e-30
 5.011873e-03     1.171968e-29
 5.623413e-03     1.389906e-29
 6.309573e-03     1.649490e-29
 7.079460e-03     1.958925e-29
 7.943284e-03     2.328181e-29
 8.912510e-03     2.769479e-29
 1.000000e-02     3.297920e-29
 1.122019e-02     3.932284e-29
 1.258925e-02     4.695951e-29
 1.412538e-02     5.618000e-29
 1.584894e-02     6.734274e-29
 1.778279e-02     8.088569e-29
 1.995263e-02     9.733833e-29
 2.238721e-02     1.173329e-28
 2.511887e-02     1.416188e-28
 2.818385e-02     1.710772e-28
 3.162277e-02     2.067386e-28
 3.548136e-02     2.498094e-28
 3.981071e-02     3.016965e-28
 4.466837e-02     3.640493e-28
 5.011876e-02     4.388019e-28
 5.623413e-02     5.282308e-28
 6.309576e-02     6.350276e-28
 7.079456e-02     7.623755e-28
 7.943284e-02     9.140582e-28
 8.912515e-02     1.094572e-27
 1.000000e-01     1.309269e-27
 1.122019e-01     1.564761e-27
 1.258925e-01     1.860207e-27
 1.412538e-01     2.186139e-27
 1.584894e-01     2.536793e-27
 1.778279e-01     2.908092e-27
 1.995263e-01     3.296787e-27
 2.238721e-01     3.700080e-27
 2.511887e-01     4.115526e-27
 2.818385e-01     4.540984e-27
 3.162278e-01     4.974627e-27
 3.548135e-01     5.414948e-27
 3.981071e-01     5.860731e-27
 4.466837e-01     6.311054e-27
 5.011876e-01     6.765244e-27
 5.623413e-01     7.222855e-27
 6.309576e-01     7.683437e-27
 7.079456e-01     8.147074e-27
 7.943284e-01     8.613763e-27
 8.912515e-01     9.083562e-27
 1.000000e+00     9.556574e-27
 1.122019e+00     1.003290e-26
 1.258925e+00     1.051259e-26
 1.412538e+00     1.099560e-26
 1.584894e+00     1.148167e-26
 1.778279e+00     1.197032e-26
 1.995263e+00     1.246065e-26
 2.238721e+00     1.295120e-26
 2.511887e+00     1.343970e-26
 2.818385e+00     1.392268e-26
 3.162278e+00     1.439495e-26
 3.548136e+00     1.484894e-26
 3.981071e+00     1.527368e-26
 4.466837e+00     1.565361e-26
 5.011876e+00     1.596726e-26
 5.623413e+00     1.618609e-26
 6.309576e+00     1.624174e-26
 7.079456e+00     1.596547e-26
 7.943284e+00     1.530795e-26
 8.912516e+00     1.474181e-26
 1.000000e+01     1.390246e-26
 1.122019e+01     1.281222e-26
 1.258925e+01     1.155359e-26
 1.412538e+01     1.038765e-26
 1.584894e+01     9.262384e-27
 1.778279e+01     8.201989e-27
 1.995263e+01     7.206003e-27
 2.238721e+01     6.294500e-27
 2.511887e+01     5.476655e-27
 2.818385e+01     4.748766e-27
 3.162278e+01     4.110611e-27
 3.548135e+01     3.556360e-27
 3.981071e+01     3.080840e-27
 4.466837e+01     2.676054e-27
 5.011876e+01     2.334702e-27
 5.623413e+01     2.047133e-27
 6.309576e+01     1.804028e-27
 7.079456e+01     1.599412e-27
 7.943284e+01     1.426607e-27
 8.912515e+01     1.280947e-27
 1.000000e+02     1.159098e-27
 1.120000e+02     1.058258e-27
 1.250000e+02     9.766552e-28
 1.400000e+02     9.077939e-28
 1.550000e+02     8.570551e-28
 1.650000e+02     8.313218e-28
 1.750000e+02     8.106154e-28
 1.850000e+02     7.956712e-28
 1.900000e+02     7.931526e-28
 1.950000e+02     7.984540e-28
 2.000000e+02     8.208981e-28
 2.050000e+02     8.789550e-28
 2.100000e+02     1.011668e-27
 2.150000e+02     1.294773e-27
 2.180000e+02     1.592128e-27
 2.210000e+02     2.041682e-27
 2.240000e+02     2.712801e-27
 2.260000e+02     3.330101e-27
 2.270000e+02     3.703172e-27
 2.275000e+02     3.908125e-27
 2.278400e+02     4.055027e-27
 2.380000e+02     1.231393e-23
 2.500000e+02     2.678094e-23
 2.700000e+02     3.735907e-23
 2.900000e+02     4.302765e-23
 3.035000e+02     4.596198e-23
 3.037800e+02     4.979398e-23
 3.045000e+02     4.961056e-23
 3.060000e+02     4.936672e-23
 3.080000e+02     4.915434e-23
 3.100000e+02     4.904734e-23
 3.120000e+02     4.905511e-23
 3.150000e+02     4.918820e-23
 3.200000e+02     4.966984e-23
 3.250000e+02     5.036299e-23
 3.300000e+02     5.115840e-23
 3.400000e+02     5.291080e-23
 3.600000e+02     5.655652e-23
 3.800000e+02     6.024177e-23
 4.050000e+02     6.478181e-23
 4.250000e+02     6.842620e-23
 4.500000e+02     7.292587e-23
 4.650000e+02     7.560037e-23
 4.750000e+02     7.741513e-23
 4.820000e+02     7.865585e-23
 4.870000e+02     7.956144e-23
 4.910000e+02     8.026519e-23
 4.950000e+02     8.096047e-23
 4.980000e+02     8.149996e-23
 5.000000e+02     8.186624e-23
 5.020000e+02     8.220105e-23
 5.039800e+02     8.256218e-23
 5.100000e+02     8.973343e-23
 5.250000e+02     1.003167e-22
 5.600000e+02     1.120108e-22
 6.000000e+02     1.214565e-22
 6.500000e+02     1.330107e-22
 7.000000e+02     1.464415e-22
 7.500000e+02     1.633579e-22
 8.000000e+02     1.857112e-22
 8.300000e+02     2.025353e-22
 8.600000e+02     2.228849e-22
 8.800000e+02     2.384606e-22
 8.900000e+02     2.470009e-22
 8.960000e+02     2.523588e-22
 9.000000e+02     2.560248e-22
 9.030000e+02     2.588742e-22
 9.060000e+02     2.617179e-22
 9.090000e+02     2.646166e-22
 9.117800e+02     2.673476e-22
 9.300000e+02     7.701374e-22
 9.500000e+02     1.731518e-21
 9.750000e+02     3.225808e-21
 9.900000e+02     3.973842e-21
 1.005000e+03     4.863333e-21
 1.025000e+03     6.316979e-21
 1.045000e+03     7.497658e-21
 1.065000e+03     9.238850e-21
 1.085000e+03     1.093504e-20
 1.105000e+03     1.256526e-20
 1.125000e+03     1.425689e-20
 1.145000e+03     1.573229e-20
 1.165000e+03     1.734938e-20
 1.185000e+03     1.873333e-20
 1.205000e+03     2.012196e-20
 1.215600e+03     2.070595e-20
 1.215670e+03     2.272968e-20
 1.216000e+03     2.274404e-20
 1.218000e+03     2.283104e-20
 1.221000e+03     2.296097e-20
 1.225000e+03     2.313322e-20
 1.230000e+03     2.330941e-20
 1.240000e+03     2.377766e-20
 1.250000e+03     2.425958e-20
