## EBL from Khaire & Srianand 2018; Q20 Model with alpha=-2.0 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     8.702261e-37
 1.122019e-08     1.267491e-36
 1.258925e-08     1.828739e-36
 1.412538e-08     2.599938e-36
 1.584893e-08     3.634072e-36
 1.778279e-08     4.992029e-36
 1.995263e-08     6.743620e-36
 2.238721e-08     8.968759e-36
 2.511887e-08     1.175896e-35
 2.818382e-08     1.521887e-35
 3.162278e-08     1.946835e-35
 3.548135e-08     2.464466e-35
 3.981071e-08     3.090528e-35
 4.466837e-08     3.843133e-35
 5.011870e-08     4.743105e-35
 5.623413e-08     5.814480e-35
 6.309576e-08     7.084977e-35
 7.079456e-08     8.586621e-35
 7.943284e-08     1.035650e-34
 8.912505e-08     1.243744e-34
 1.000000e-07     1.487917e-34
 1.122019e-07     1.773916e-34
 1.258925e-07     2.108401e-34
 1.412538e-07     2.499104e-34
 1.584892e-07     2.954961e-34
 1.778279e-07     3.486357e-34
 1.995263e-07     4.105308e-34
 2.238721e-07     4.825741e-34
 2.511887e-07     5.663817e-34
 2.818382e-07     6.638240e-34
 3.162278e-07     7.770722e-34
 3.548136e-07     9.086398e-34
 3.981071e-07     1.061439e-33
 4.466837e-07     1.238851e-33
 5.011870e-07     1.444785e-33
 5.623413e-07     1.683782e-33
 6.309576e-07     1.961096e-33
 7.079456e-07     2.282816e-33
 7.943284e-07     2.656009e-33
 8.912505e-07     3.088847e-33
 1.000000e-06     3.590820e-33
 1.122019e-06     4.172911e-33
 1.258925e-06     4.847843e-33
 1.412538e-06     5.630387e-33
 1.584893e-06     6.537622e-33
 1.778279e-06     7.589369e-33
 1.995263e-06     8.808593e-33
 2.238721e-06     1.022188e-32
 2.511887e-06     1.186007e-32
 2.818382e-06     1.375887e-32
 3.162278e-06     1.595971e-32
 3.548136e-06     1.851056e-32
 3.981071e-06     2.146695e-32
 4.466837e-06     2.489337e-32
 5.011870e-06     2.886437e-32
 5.623413e-06     3.346655e-32
 6.309576e-06     3.880009e-32
 7.079456e-06     4.498108e-32
 7.943284e-06     5.214422e-32
 8.912505e-06     6.044532e-32
 1.000000e-05     7.006526e-32
 1.122019e-05     8.121338e-32
 1.258925e-05     9.413219e-32
 1.412538e-05     1.091032e-31
 1.584893e-05     1.264519e-31
 1.778279e-05     1.465562e-31
 1.995263e-05     1.698534e-31
 2.238721e-05     1.968504e-31
 2.511887e-05     2.281351e-31
 2.818382e-05     2.643878e-31
 3.162278e-05     3.063979e-31
 3.548135e-05     3.550791e-31
 3.981071e-05     4.114906e-31
 4.466837e-05     4.768605e-31
 5.011870e-05     5.526099e-31
 5.623413e-05     6.403886e-31
 6.309577e-05     7.421059e-31
 7.079457e-05     8.599735e-31
 7.943284e-05     9.965578e-31
 8.912505e-05     1.154829e-30
 1.000000e-04     1.338233e-30
 1.122018e-04     1.550756e-30
 1.258926e-04     1.796956e-30
 1.412538e-04     2.079565e-30
 1.584893e-04     2.404499e-30
 1.778279e-04     2.779223e-30
 1.995262e-04     3.212631e-30
 2.238722e-04     3.715171e-30
 2.511887e-04     4.299046e-30
 2.818383e-04     4.978525e-30
 3.162278e-04     5.770331e-30
 3.548134e-04     6.694110e-30
 3.981073e-04     7.773012e-30
 4.466837e-04     9.034346e-30
 5.011873e-04     1.051040e-29
 5.623413e-04     1.223939e-29
 6.309572e-04     1.426654e-29
 7.079460e-04     1.664548e-29
 7.943284e-04     1.943978e-29
 8.912510e-04     2.272492e-29
 1.000000e-03     2.659052e-29
 1.122018e-03     3.114306e-29
 1.258926e-03     3.650922e-29
 1.412538e-03     4.283951e-29
 1.584893e-03     5.031321e-29
 1.778279e-03     5.914383e-29
 1.995262e-03     6.958571e-29
 2.238722e-03     8.194202e-29
 2.511887e-03     9.657412e-29
 2.818383e-03     1.139133e-28
 3.162278e-03     1.344744e-28
 3.548133e-03     1.588716e-28
 3.981073e-03     1.878391e-28
 4.466837e-03     2.222536e-28
 5.011873e-03     2.631634e-28
 5.623413e-03     3.118228e-28
 6.309573e-03     3.697353e-28
 7.079460e-03     4.387082e-28
 7.943284e-03     5.209237e-28
 8.912510e-03     6.190353e-28
 1.000000e-02     7.362920e-28
 1.122019e-02     8.767010e-28
 1.258925e-02     1.045224e-27
 1.412538e-02     1.248024e-27
 1.584894e-02     1.492724e-27
 1.778279e-02     1.788704e-27
 1.995263e-02     2.147426e-27
 2.238721e-02     2.582734e-27
 2.511887e-02     3.111234e-27
 2.818385e-02     3.752653e-27
 3.162277e-02     4.530273e-27
 3.548136e-02     5.471491e-27
 3.981071e-02     6.608363e-27
 4.466837e-02     7.978491e-27
 5.011876e-02     9.625903e-27
 5.623413e-02     1.160229e-26
 6.309576e-02     1.396854e-26
 7.079456e-02     1.679642e-26
 7.943284e-02     2.017095e-26
 8.912515e-02     2.419283e-26
 1.000000e-01     2.898172e-26
 1.122019e-01     3.468125e-26
 1.258925e-01     4.139101e-26
 1.412538e-01     4.907192e-26
 1.584894e-01     5.764709e-26
 1.778279e-01     6.701972e-26
 1.995263e-01     7.708661e-26
 2.238721e-01     8.774674e-26
 2.511887e-01     9.890716e-26
 2.818385e-01     1.104848e-25
 3.162278e-01     1.224074e-25
 3.548135e-01     1.346135e-25
 3.981071e-01     1.470517e-25
 4.466837e-01     1.596800e-25
 5.011876e-01     1.724655e-25
 5.623413e-01     1.853828e-25
 6.309576e-01     1.984140e-25
 7.079456e-01     2.115470e-25
 7.943284e-01     2.247753e-25
 8.912515e-01     2.380963e-25
 1.000000e+00     2.515108e-25
 1.122019e+00     2.650222e-25
 1.258925e+00     2.786354e-25
 1.412538e+00     2.923569e-25
 1.584894e+00     3.061929e-25
 1.778279e+00     3.201499e-25
 1.995263e+00     3.342343e-25
 2.238721e+00     3.484517e-25
 2.511887e+00     3.628074e-25
 2.818385e+00     3.773069e-25
 3.162278e+00     3.919559e-25
 3.548136e+00     4.067623e-25
 3.981071e+00     4.217366e-25
 4.466837e+00     4.368947e-25
 5.011876e+00     4.522597e-25
 5.623413e+00     4.678656e-25
 6.309576e+00     4.836945e-25
 7.079456e+00     4.981491e-25
 7.943284e+00     5.115651e-25
 8.912516e+00     5.245933e-25
 1.000000e+01     5.379451e-25
 1.122019e+01     5.522989e-25
 1.258925e+01     5.683217e-25
 1.412538e+01     5.897406e-25
 1.584894e+01     6.192640e-25
 1.778279e+01     6.593902e-25
 1.995263e+01     7.126630e-25
 2.238721e+01     7.817550e-25
 2.511887e+01     8.694991e-25
 2.818385e+01     9.788121e-25
 3.162278e+01     1.112499e-24
 3.548135e+01     1.273000e-24
 3.981071e+01     1.462237e-24
 4.466837e+01     1.678494e-24
 5.011876e+01     1.911407e-24
 5.623413e+01     2.194785e-24
 6.309576e+01     2.511099e-24
 7.079456e+01     2.876344e-24
 7.943284e+01     3.283537e-24
 8.912515e+01     3.778808e-24
 1.000000e+02     4.367785e-24
 1.120000e+02     5.055299e-24
 1.250000e+02     5.822039e-24
 1.400000e+02     6.731425e-24
 1.550000e+02     7.634874e-24
 1.650000e+02     8.233874e-24
 1.750000e+02     8.819258e-24
 1.850000e+02     9.387773e-24
 1.900000e+02     9.673997e-24
 1.950000e+02     9.961778e-24
 2.000000e+02     1.026105e-23
 2.050000e+02     1.059199e-23
 2.100000e+02     1.099387e-23
 2.150000e+02     1.156558e-23
 2.180000e+02     1.205914e-23
 2.210000e+02     1.275318e-23
 2.240000e+02     1.369635e-23
 2.260000e+02     1.456432e-23
 2.270000e+02     1.505957e-23
 2.275000e+02     1.536631e-23
 2.278400e+02     1.558726e-23
 2.380000e+02     1.939806e-23
 2.500000e+02     2.388027e-23
 2.700000e+02     3.129371e-23
 2.900000e+02     3.861219e-23
 3.035000e+02     4.380599e-23
 3.037800e+02     5.907196e-23
 3.045000e+02     5.930951e-23
 3.060000e+02     5.984457e-23
 3.080000e+02     6.055818e-23
 3.100000e+02     6.127237e-23
 3.120000e+02     6.200511e-23
 3.150000e+02     6.308006e-23
 3.200000e+02     6.471449e-23
 3.250000e+02     6.630548e-23
 3.300000e+02     6.784942e-23
 3.400000e+02     7.114250e-23
 3.600000e+02     7.672673e-23
 3.800000e+02     8.251478e-23
 4.050000e+02     8.950843e-23
 4.250000e+02     9.567316e-23
 4.500000e+02     1.037438e-22
 4.650000e+02     1.088138e-22
 4.750000e+02     1.123010e-22
 4.820000e+02     1.147880e-22
 4.870000e+02     1.166178e-22
 4.910000e+02     1.186824e-22
 4.950000e+02     1.202278e-22
 4.980000e+02     1.215870e-22
 5.000000e+02     1.225014e-22
 5.020000e+02     1.234225e-22
 5.039800e+02     1.241703e-22
 5.100000e+02     1.267933e-22
 5.250000e+02     1.329199e-22
 5.600000e+02     1.503427e-22
 6.000000e+02     1.702331e-22
 6.500000e+02     1.973287e-22
 7.000000e+02     2.257763e-22
 7.500000e+02     2.580637e-22
 8.000000e+02     2.922507e-22
 8.300000e+02     3.147183e-22
 8.600000e+02     3.394094e-22
 8.800000e+02     3.575940e-22
 8.900000e+02     3.663599e-22
 8.960000e+02     3.717090e-22
 9.000000e+02     3.754990e-22
 9.030000e+02     3.797413e-22
 9.060000e+02     3.826314e-22
 9.090000e+02     3.855392e-22
 9.117800e+02     3.882497e-22
 9.300000e+02     5.573879e-22
 9.500000e+02     6.158165e-22
 9.750000e+02     7.927390e-22
 9.900000e+02     8.524890e-22
 1.005000e+03     9.907415e-22
 1.025000e+03     1.178768e-21
 1.045000e+03     1.382798e-21
 1.065000e+03     1.632911e-21
 1.085000e+03     1.916273e-21
 1.105000e+03     2.206473e-21
 1.125000e+03     2.537218e-21
 1.145000e+03     2.857110e-21
 1.165000e+03     3.208698e-21
 1.185000e+03     3.567996e-21
 1.205000e+03     3.924387e-21
 1.215600e+03     4.108416e-21
 1.215670e+03     4.209561e-21
 1.216000e+03     4.214592e-21
 1.218000e+03     4.244842e-21
 1.221000e+03     4.288420e-21
 1.225000e+03     4.343669e-21
 1.230000e+03     4.419565e-21
 1.240000e+03     4.601321e-21
 1.250000e+03     4.786517e-21
 1.265000e+03     5.124123e-21
 1.285000e+03     5.581559e-21
 1.305000e+03     6.064486e-21
 1.325000e+03     6.555403e-21
 1.345000e+03     7.064023e-21
 1.365000e+03     7.589079e-21
 1.385000e+03     8.111144e-21
 1.405000e+03     8.627423e-21
 1.425000e+03     9.143226e-21
 1.442000e+03     9.588182e-21
 1.455000e+03     9.937799e-21
 1.475000e+03     1.049673e-20
 1.517000e+03     1.157597e-20
 1.595000e+03     1.350453e-20
 1.672000e+03     1.543695e-20
 1.745000e+03     1.717648e-20
 1.825000e+03     1.901333e-20
 1.905000e+03     2.066718e-20
 1.984000e+03     2.217695e-20
