## EBL from Khaire & Srianand 2018; Q20 Model with alpha=-2.0 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     4.756952e-47
 1.122019e-08     6.920629e-47
 1.258925e-08     9.822361e-47
 1.412538e-08     1.363677e-46
 1.584893e-08     1.856395e-46
 1.778279e-08     2.483261e-46
 1.995263e-08     3.270356e-46
 2.238721e-08     4.247404e-46
 2.511887e-08     5.448374e-46
 2.818382e-08     6.912089e-46
 3.162278e-08     8.683090e-46
 3.548135e-08     1.081250e-45
 3.981071e-08     1.335915e-45
 4.466837e-08     1.639091e-45
 5.011870e-08     1.998607e-45
 5.623413e-08     2.423519e-45
 6.309576e-08     2.924294e-45
 7.079456e-08     3.513046e-45
 7.943284e-08     4.203819e-45
 8.912505e-08     5.012858e-45
 1.000000e-07     5.959015e-45
 1.122019e-07     7.064114e-45
 1.258925e-07     8.353440e-45
 1.412538e-07     9.856349e-45
 1.584892e-07     1.160679e-44
 1.778279e-07     1.364420e-44
 1.995263e-07     1.601423e-44
 2.238721e-07     1.876977e-44
 2.511887e-07     2.197221e-44
 2.818382e-07     2.569259e-44
 3.162278e-07     3.001337e-44
 3.548136e-07     3.503001e-44
 3.981071e-07     4.085312e-44
 4.466837e-07     4.761108e-44
 5.011870e-07     5.545237e-44
 5.623413e-07     6.454941e-44
 6.309576e-07     7.510174e-44
 7.079456e-07     8.734056e-44
 7.943284e-07     1.015342e-43
 8.912505e-07     1.179930e-43
 1.000000e-06     1.370772e-43
 1.122019e-06     1.592039e-43
 1.258925e-06     1.848563e-43
 1.412538e-06     2.145950e-43
 1.584893e-06     2.490686e-43
 1.778279e-06     2.890297e-43
 1.995263e-06     3.353502e-43
 2.238721e-06     3.890395e-43
 2.511887e-06     4.512688e-43
 2.818382e-06     5.233936e-43
 3.162278e-06     6.069869e-43
 3.548136e-06     7.038694e-43
 3.981071e-06     8.161503e-43
 4.466837e-06     9.462778e-43
 5.011870e-06     1.097083e-42
 5.623413e-06     1.271853e-42
 6.309576e-06     1.474392e-42
 7.079456e-06     1.709106e-42
 7.943284e-06     1.981112e-42
 8.912505e-06     2.296323e-42
 1.000000e-05     2.661608e-42
 1.122019e-05     3.084914e-42
 1.258925e-05     3.575450e-42
 1.412538e-05     4.143902e-42
 1.584893e-05     4.802630e-42
 1.778279e-05     5.565977e-42
 1.995263e-05     6.450557e-42
 2.238721e-05     7.475606e-42
 2.511887e-05     8.663445e-42
 2.818382e-05     1.003990e-41
 3.162278e-05     1.163496e-41
 3.548135e-05     1.348329e-41
 3.981071e-05     1.562512e-41
 4.466837e-05     1.810708e-41
 5.011870e-05     2.098311e-41
 5.623413e-05     2.431586e-41
 6.309577e-05     2.817781e-41
 7.079457e-05     3.265294e-41
 7.943284e-05     3.783869e-41
 8.912505e-05     4.384780e-41
 1.000000e-04     5.081113e-41
 1.122018e-04     5.888003e-41
 1.258926e-04     6.821472e-41
 1.412538e-04     7.869722e-41
 1.584893e-04     9.085928e-41
 1.778279e-04     1.049939e-40
 1.995262e-04     1.214367e-40
 2.238722e-04     1.405831e-40
 2.511887e-04     1.628990e-40
 2.818383e-04     1.889344e-40
 3.162278e-04     2.193385e-40
 3.548134e-04     2.548784e-40
 3.981073e-04     2.964613e-40
 4.466837e-04     3.451607e-40
 5.011873e-04     4.022480e-40
 5.623413e-04     4.692298e-40
 6.309572e-04     5.478931e-40
 7.079460e-04     6.403587e-40
 7.943284e-04     7.491434e-40
 8.912510e-04     8.772389e-40
 1.000000e-03     1.028202e-39
 1.122018e-03     1.206261e-39
 1.258926e-03     1.416454e-39
 1.412538e-03     1.664770e-39
 1.584893e-03     1.958352e-39
 1.778279e-03     2.305713e-39
 1.995262e-03     2.717000e-39
 2.238722e-03     3.204321e-39
 2.511887e-03     3.782118e-39
 2.818383e-03     4.467640e-39
 3.162278e-03     5.281488e-39
 3.548133e-03     6.248263e-39
 3.981073e-03     7.397389e-39
 4.466837e-03     8.764013e-39
 5.011873e-03     1.039023e-38
 5.623413e-03     1.232647e-38
 6.309573e-03     1.463342e-38
 7.079460e-03     1.738447e-38
 7.943284e-03     2.066905e-38
 8.912510e-03     2.459724e-38
 1.000000e-02     2.930560e-38
 1.122019e-02     3.496444e-38
 1.258925e-02     4.178603e-38
 1.412538e-02     5.003410e-38
 1.584894e-02     6.003267e-38
 1.778279e-02     7.217586e-38
 1.995263e-02     8.693765e-38
 2.238721e-02     1.048810e-37
 2.511887e-02     1.266701e-37
 2.818385e-02     1.530829e-37
 3.162277e-02     1.850276e-37
 3.548136e-02     2.235657e-37
 3.981071e-02     2.699356e-37
 4.466837e-02     3.255904e-37
 5.011876e-02     3.922366e-37
 5.623413e-02     4.718855e-37
 6.309576e-02     5.669194e-37
 7.079456e-02     6.801594e-37
 7.943284e-02     8.149629e-37
 8.912515e-02     9.753225e-37
 1.000000e-01     1.165995e-36
 1.122019e-01     1.392886e-36
 1.258925e-01     1.652156e-36
 1.412538e-01     1.930704e-36
 1.584894e-01     2.226287e-36
 1.778279e-01     2.536656e-36
 1.995263e-01     2.859646e-36
 2.238721e-01     3.193227e-36
 2.511887e-01     3.535584e-36
 2.818385e-01     3.885131e-36
 3.162278e-01     4.240531e-36
 3.548135e-01     4.600709e-36
 3.981071e-01     4.964815e-36
 4.466837e-01     5.332231e-36
 5.011876e-01     5.702526e-36
 5.623413e-01     6.075437e-36
 6.309576e-01     6.449173e-36
 7.079456e-01     6.826128e-36
 7.943284e-01     7.205138e-36
 8.912515e-01     7.586055e-36
 1.000000e+00     7.968618e-36
 1.122019e+00     8.352365e-36
 1.258925e+00     8.736465e-36
 1.412538e+00     9.119555e-36
 1.584894e+00     9.499434e-36
 1.778279e+00     9.872673e-36
 1.995263e+00     1.023405e-35
 2.238721e+00     1.057569e-35
 2.511887e+00     1.088600e-35
 2.818385e+00     1.114818e-35
 3.162278e+00     1.133849e-35
 3.548136e+00     1.142457e-35
 3.981071e+00     1.136456e-35
 4.466837e+00     1.110883e-35
 5.011876e+00     1.060692e-35
 5.623413e+00     9.807907e-36
 6.309576e+00     8.741980e-36
 7.079456e+00     7.363384e-36
 7.943284e+00     5.947597e-36
 8.912516e+00     4.633106e-36
 1.000000e+01     3.520094e-36
 1.122019e+01     2.634856e-36
 1.258925e+01     1.959891e-36
 1.412538e+01     1.484958e-36
