## EBL from Khaire & Srianand 2018; Q20 Model with alpha=-2.0 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     4.442103e-37
 1.122019e-08     6.459650e-37
 1.258925e-08     9.256298e-37
 1.412538e-08     1.301284e-36
 1.584893e-08     1.794267e-36
 1.778279e-08     2.429407e-36
 1.995263e-08     3.235297e-36
 2.238721e-08     4.244681e-36
 2.511887e-08     5.495033e-36
 2.818382e-08     7.029174e-36
 3.162278e-08     8.896176e-36
 3.548135e-08     1.115228e-35
 3.981071e-08     1.386213e-35
 4.466837e-08     1.710017e-35
 5.011870e-08     2.095218e-35
 5.623413e-08     2.551729e-35
 6.309576e-08     3.091003e-35
 7.079456e-08     3.726280e-35
 7.943284e-08     4.472908e-35
 8.912505e-08     5.348633e-35
 1.000000e-07     6.374047e-35
 1.122019e-07     7.572982e-35
 1.258925e-07     8.973047e-35
 1.412538e-07     1.060630e-34
 1.584892e-07     1.250979e-34
 1.778279e-07     1.472661e-34
 1.995263e-07     1.730658e-34
 2.238721e-07     2.030745e-34
 2.511887e-07     2.379625e-34
 2.818382e-07     2.785056e-34
 3.162278e-07     3.256041e-34
 3.548136e-07     3.803004e-34
 3.981071e-07     4.438023e-34
 4.466837e-07     5.175116e-34
 5.011870e-07     6.030497e-34
 5.623413e-07     7.022994e-34
 6.309576e-07     8.174398e-34
 7.079456e-07     9.509954e-34
 7.943284e-07     1.105896e-33
 8.912505e-07     1.285531e-33
 1.000000e-06     1.493836e-33
 1.122019e-06     1.735363e-33
 1.258925e-06     2.015390e-33
 1.412538e-06     2.340039e-33
 1.584893e-06     2.716394e-33
 1.778279e-06     3.152672e-33
 1.995263e-06     3.658395e-33
 2.238721e-06     4.244587e-33
 2.511887e-06     4.924037e-33
 2.818382e-06     5.711548e-33
 3.162278e-06     6.624299e-33
 3.548136e-06     7.682173e-33
 3.981071e-06     8.908203e-33
 4.466837e-06     1.032912e-32
 5.011870e-06     1.197585e-32
 5.623413e-06     1.388429e-32
 6.309576e-06     1.609598e-32
 7.079456e-06     1.865905e-32
 7.943284e-06     2.162934e-32
 8.912505e-06     2.507146e-32
 1.000000e-05     2.906041e-32
 1.122019e-05     3.368301e-32
 1.258925e-05     3.903979e-32
 1.412538e-05     4.524745e-32
 1.584893e-05     5.244097e-32
 1.778279e-05     6.077700e-32
 1.995263e-05     7.043697e-32
 2.238721e-05     8.163095e-32
 2.511887e-05     9.460269e-32
 2.818382e-05     1.096343e-31
 3.162278e-05     1.270530e-31
 3.548135e-05     1.472379e-31
 3.981071e-05     1.706278e-31
 4.466837e-05     1.977320e-31
 5.011870e-05     2.291400e-31
 5.623413e-05     2.655355e-31
 6.309577e-05     3.077104e-31
 7.079457e-05     3.565814e-31
 7.943284e-05     4.132130e-31
 8.912505e-05     4.788362e-31
 1.000000e-04     5.548800e-31
 1.122018e-04     6.429976e-31
 1.258926e-04     7.450109e-31
 1.412538e-04     8.611302e-31
 1.584893e-04     9.946887e-31
 1.778279e-04     1.149200e-30
 1.995262e-04     1.328522e-30
 2.238722e-04     1.537043e-30
 2.511887e-04     1.779843e-30
 2.818383e-04     2.062879e-30
 3.162278e-04     2.393158e-30
 3.548134e-04     2.778944e-30
 3.981073e-04     3.230002e-30
 4.466837e-04     3.757878e-30
 5.011873e-04     4.376237e-30
 5.623413e-04     5.101266e-30
 6.309572e-04     5.952152e-30
 7.079460e-04     6.951658e-30
 7.943284e-04     8.126781e-30
 8.912510e-04     9.509598e-30
 1.000000e-03     1.113823e-29
 1.122018e-03     1.305797e-29
 1.258926e-03     1.532278e-29
 1.412538e-03     1.799676e-29
 1.584893e-03     2.115635e-29
 1.778279e-03     2.489260e-29
 1.995262e-03     2.931402e-29
 2.238722e-03     3.455004e-29
 2.511887e-03     4.075498e-29
 2.818383e-03     4.811313e-29
 3.162278e-03     5.684450e-29
 3.548133e-03     6.721176e-29
 3.981073e-03     7.952898e-29
 4.466837e-03     9.417125e-29
 5.011873e-03     1.115875e-28
 5.623413e-03     1.323152e-28
 6.309573e-03     1.569997e-28
 7.079460e-03     1.864192e-28
 7.943284e-03     2.215176e-28
 8.912510e-03     2.634500e-28
 1.000000e-02     3.136407e-28
 1.122019e-02     3.738582e-28
 1.258925e-02     4.463026e-28
 1.412538e-02     5.337110e-28
 1.584894e-02     6.394602e-28
 1.778279e-02     7.676843e-28
 1.995263e-02     9.233939e-28
 2.238721e-02     1.112587e-27
 2.511887e-02     1.342392e-27
 2.818385e-02     1.621200e-27
 3.162277e-02     1.958852e-27
 3.548136e-02     2.366868e-27
 3.981071e-02     2.858688e-27
 4.466837e-02     3.450069e-27
 5.011876e-02     4.159478e-27
 5.623413e-02     5.008632e-27
 6.309576e-02     6.023188e-27
 7.079456e-02     7.233472e-27
 7.943284e-02     8.675503e-27
 8.912515e-02     1.039206e-26
 1.000000e-01     1.243404e-26
 1.122019e-01     1.486373e-26
 1.258925e-01     1.768874e-26
 1.412538e-01     2.083445e-26
 1.584894e-01     2.424557e-26
 1.778279e-01     2.787894e-26
 1.995263e-01     3.169915e-26
 2.238721e-01     3.567585e-26
 2.511887e-01     3.978282e-26
 2.818385e-01     4.399730e-26
 3.162278e-01     4.829982e-26
 3.548135e-01     5.267424e-26
 3.981071e-01     5.710740e-26
 4.466837e-01     6.158916e-26
 5.011876e-01     6.611194e-26
 5.623413e-01     7.067052e-26
 6.309576e-01     7.526177e-26
 7.079456e-01     7.988417e-26
 7.943284e-01     8.453771e-26
 8.912515e-01     8.922331e-26
 1.000000e+00     9.394258e-26
 1.122019e+00     9.869772e-26
 1.258925e+00     1.034910e-25
 1.412538e+00     1.083247e-25
 1.584894e+00     1.132011e-25
 1.778279e+00     1.181217e-25
 1.995263e+00     1.230879e-25
 2.238721e+00     1.281006e-25
 2.511887e+00     1.331599e-25
 2.818385e+00     1.382654e-25
 3.162278e+00     1.434160e-25
 3.548136e+00     1.486104e-25
 3.981071e+00     1.538461e-25
 4.466837e+00     1.591201e-25
 5.011876e+00     1.644275e-25
 5.623413e+00     1.697614e-25
 6.309576e+00     1.750225e-25
 7.079456e+00     1.789938e-25
 7.943284e+00     1.824372e-25
 8.912516e+00     1.857621e-25
 1.000000e+01     1.891566e-25
 1.122019e+01     1.926676e-25
 1.258925e+01     1.963927e-25
 1.412538e+01     2.027324e-25
 1.584894e+01     2.117284e-25
 1.778279e+01     2.234356e-25
 1.995263e+01     2.384651e-25
 2.238721e+01     2.556008e-25
 2.511887e+01     2.734731e-25
 2.818385e+01     2.983520e-25
 3.162278e+01     3.230848e-25
 3.548135e+01     3.472683e-25
 3.981071e+01     3.714239e-25
 4.466837e+01     3.934412e-25
 5.011876e+01     4.118933e-25
 5.623413e+01     4.279059e-25
 6.309576e+01     4.419259e-25
 7.079456e+01     4.555118e-25
 7.943284e+01     4.694343e-25
 8.912515e+01     4.846945e-25
 1.000000e+02     5.014075e-25
 1.120000e+02     5.189874e-25
 1.250000e+02     5.368020e-25
 1.400000e+02     5.553996e-25
 1.550000e+02     5.721022e-25
 1.650000e+02     5.823859e-25
 1.750000e+02     5.921348e-25
 1.850000e+02     6.022170e-25
 1.900000e+02     6.086823e-25
 1.950000e+02     6.179702e-25
 2.000000e+02     6.344775e-25
 2.050000e+02     6.674655e-25
 2.100000e+02     7.353716e-25
 2.150000e+02     8.759363e-25
 2.180000e+02     1.022320e-24
 2.210000e+02     1.244444e-24
 2.240000e+02     1.577341e-24
 2.260000e+02     1.884405e-24
 2.270000e+02     2.071031e-24
 2.275000e+02     2.173715e-24
 2.278400e+02     2.270557e-24
 2.380000e+02     9.963600e-24
 2.500000e+02     1.898164e-23
 2.700000e+02     3.077531e-23
 2.900000e+02     4.038056e-23
 3.035000e+02     4.595107e-23
 3.037800e+02     7.733431e-23
 3.045000e+02     7.657716e-23
 3.060000e+02     7.523523e-23
 3.080000e+02     7.366383e-23
 3.100000e+02     7.231635e-23
 3.120000e+02     7.098060e-23
 3.150000e+02     6.923822e-23
 3.200000e+02     6.685817e-23
 3.250000e+02     6.508801e-23
 3.300000e+02     6.390027e-23
 3.400000e+02     6.283258e-23
 3.600000e+02     6.415304e-23
 3.800000e+02     6.790064e-23
 4.050000e+02     7.360574e-23
 4.250000e+02     7.856233e-23
 4.500000e+02     8.473605e-23
 4.650000e+02     8.852964e-23
 4.750000e+02     9.105242e-23
 4.820000e+02     9.283813e-23
 4.870000e+02     9.413818e-23
 4.910000e+02     9.512171e-23
 4.950000e+02     9.616942e-23
 4.980000e+02     9.688899e-23
 5.000000e+02     9.738843e-23
 5.020000e+02     9.789274e-23
 5.039800e+02     9.845145e-23
 5.100000e+02     1.018026e-22
 5.250000e+02     1.094352e-22
 5.600000e+02     1.244737e-22
 6.000000e+02     1.393381e-22
 6.500000e+02     1.564886e-22
 7.000000e+02     1.746383e-22
 7.500000e+02     1.955592e-22
 8.000000e+02     2.216509e-22
 8.300000e+02     2.403536e-22
 8.600000e+02     2.626978e-22
 8.800000e+02     2.795971e-22
 8.900000e+02     2.888094e-22
 8.960000e+02     2.945619e-22
 9.000000e+02     2.985258e-22
 9.030000e+02     3.015176e-22
 9.060000e+02     3.045627e-22
 9.090000e+02     3.078287e-22
 9.117800e+02     3.107110e-22
 9.300000e+02     7.338731e-22
 9.500000e+02     1.299709e-21
 9.750000e+02     2.250178e-21
 9.900000e+02     2.730689e-21
 1.005000e+03     3.313097e-21
 1.025000e+03     4.298867e-21
 1.045000e+03     5.134753e-21
 1.065000e+03     6.301370e-21
 1.085000e+03     7.492058e-21
 1.105000e+03     8.663061e-21
 1.125000e+03     9.946638e-21
 1.145000e+03     1.109795e-20
 1.165000e+03     1.242233e-20
 1.185000e+03     1.356081e-20
 1.205000e+03     1.471985e-20
 1.215600e+03     1.528379e-20
