## EBL from Khaire & Srianand 2018; Q20 Model with alpha=-2.0 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     1.725805e-37
 1.122019e-08     2.508800e-37
 1.258925e-08     3.590176e-37
 1.412538e-08     5.037334e-37
 1.584893e-08     6.930565e-37
 1.778279e-08     9.363483e-37
 1.995263e-08     1.244388e-36
 2.238721e-08     1.629513e-36
 2.511887e-08     2.105835e-36
 2.818382e-08     2.689479e-36
 3.162278e-08     3.398926e-36
 3.548135e-08     4.255361e-36
 3.981071e-08     5.283135e-36
 4.466837e-08     6.510311e-36
 5.011870e-08     7.969216e-36
 5.623413e-08     9.697239e-36
 6.309576e-08     1.173756e-35
 7.079456e-08     1.414010e-35
 7.943284e-08     1.696278e-35
 8.912505e-08     2.027252e-35
 1.000000e-07     2.414701e-35
 1.122019e-07     2.867614e-35
 1.258925e-07     3.396408e-35
 1.412538e-07     4.013175e-35
 1.584892e-07     4.731899e-35
 1.778279e-07     5.568827e-35
 1.995263e-07     6.542760e-35
 2.238721e-07     7.675487e-35
 2.511887e-07     8.992293e-35
 2.818382e-07     1.052245e-34
 3.162278e-07     1.229991e-34
 3.548136e-07     1.436402e-34
 3.981071e-07     1.676032e-34
 4.466837e-07     1.954171e-34
 5.011870e-07     2.276936e-34
 5.623413e-07     2.651429e-34
 6.309576e-07     3.085870e-34
 7.079456e-07     3.589786e-34
 7.943284e-07     4.174228e-34
 8.912505e-07     4.851981e-34
 1.000000e-06     5.637893e-34
 1.122019e-06     6.549139e-34
 1.258925e-06     7.605626e-34
 1.412538e-06     8.830454e-34
 1.584893e-06     1.025034e-33
 1.778279e-06     1.189630e-33
 1.995263e-06     1.380422e-33
 2.238721e-06     1.601573e-33
 2.511887e-06     1.857905e-33
 2.818382e-06     2.155005e-33
 3.162278e-06     2.499350e-33
 3.548136e-06     2.898443e-33
 3.981071e-06     3.360974e-33
 4.466837e-06     3.897028e-33
 5.011870e-06     4.518269e-33
 5.623413e-06     5.238238e-33
 6.309576e-06     6.072608e-33
 7.079456e-06     7.039537e-33
 7.943284e-06     8.160092e-33
 8.912505e-06     9.458646e-33
 1.000000e-05     1.096349e-32
 1.122019e-05     1.270738e-32
 1.258925e-05     1.472824e-32
 1.412538e-05     1.707009e-32
 1.584893e-05     1.978385e-32
 1.778279e-05     2.292864e-32
 1.995263e-05     2.657287e-32
 2.238721e-05     3.079581e-32
 2.511887e-05     3.568941e-32
 2.818382e-05     4.136009e-32
 3.162278e-05     4.793133e-32
 3.548135e-05     5.554605e-32
 3.981071e-05     6.436990e-32
 4.466837e-05     7.459500e-32
 5.011870e-05     8.644364e-32
 5.623413e-05     1.001739e-31
 6.309577e-05     1.160843e-31
 7.079457e-05     1.345209e-31
 7.943284e-05     1.558852e-31
 8.912505e-05     1.806415e-31
 1.000000e-04     2.093290e-31
 1.122018e-04     2.425713e-31
 1.258926e-04     2.810455e-31
 1.412538e-04     3.247716e-31
 1.584893e-04     3.750926e-31
 1.778279e-04     4.333515e-31
 1.995262e-04     5.010023e-31
 2.238722e-04     5.796959e-31
 2.511887e-04     6.713489e-31
 2.818383e-04     7.782098e-31
 3.162278e-04     9.029272e-31
 3.548134e-04     1.048626e-30
 3.981073e-04     1.219000e-30
 4.466837e-04     1.418417e-30
 5.011873e-04     1.652048e-30
 5.623413e-04     1.926019e-30
 6.309572e-04     2.247592e-30
 7.079460e-04     2.625380e-30
 7.943284e-04     3.069605e-30
 8.912510e-04     3.592411e-30
 1.000000e-03     4.208227e-30
 1.122018e-03     4.934208e-30
 1.258926e-03     5.790781e-30
 1.412538e-03     6.802229e-30
 1.584893e-03     7.997492e-30
 1.778279e-03     9.411058e-30
 1.995262e-03     1.108403e-29
 2.238722e-03     1.306544e-29
 2.511887e-03     1.541373e-29
 2.818383e-03     1.819873e-29
 3.162278e-03     2.150379e-29
 3.548133e-03     2.542844e-29
 3.981073e-03     3.009168e-29
 4.466837e-03     3.563562e-29
 5.011873e-03     4.223038e-29
 5.623413e-03     5.007971e-29
 6.309573e-03     5.942826e-29
 7.079460e-03     7.057123e-29
 7.943284e-03     8.386695e-29
 8.912510e-03     9.975433e-29
 1.000000e-02     1.187752e-28
 1.122019e-02     1.416032e-28
 1.258925e-02     1.690761e-28
 1.412538e-02     2.022366e-28
 1.584894e-02     2.423705e-28
 1.778279e-02     2.910498e-28
 1.995263e-02     3.501776e-28
 2.238721e-02     4.220285e-28
 2.511887e-02     5.093021e-28
 2.818385e-02     6.151739e-28
 3.162277e-02     7.433628e-28
 3.548136e-02     8.982209e-28
 3.981071e-02     1.084826e-27
 4.466837e-02     1.309130e-27
 5.011876e-02     1.578109e-27
 5.623413e-02     1.899977e-27
 6.309576e-02     2.284434e-27
 7.079456e-02     2.742953e-27
 7.943284e-02     3.289168e-27
 8.912515e-02     3.939273e-27
 1.000000e-01     4.712550e-27
 1.122019e-01     5.632705e-27
 1.258925e-01     6.699471e-27
 1.412538e-01     7.881295e-27
 1.584894e-01     9.157152e-27
 1.778279e-01     1.051155e-26
 1.995263e-01     1.193204e-26
 2.238721e-01     1.340790e-26
 2.511887e-01     1.492985e-26
 2.818385e-01     1.648982e-26
 3.162278e-01     1.808086e-26
 3.548135e-01     1.969730e-26
 3.981071e-01     2.133447e-26
 4.466837e-01     2.298885e-26
 5.011876e-01     2.465782e-26
 5.623413e-01     2.633961e-26
 6.309576e-01     2.803308e-26
 7.079456e-01     2.973788e-26
 7.943284e-01     3.145407e-26
 8.912515e-01     3.318203e-26
 1.000000e+00     3.492232e-26
 1.122019e+00     3.667566e-26
 1.258925e+00     3.844275e-26
 1.412538e+00     4.022423e-26
 1.584894e+00     4.202044e-26
 1.778279e+00     4.383140e-26
 1.995263e+00     4.565675e-26
 2.238721e+00     4.749535e-26
 2.511887e+00     4.934523e-26
 2.818385e+00     5.120317e-26
 3.162278e+00     5.306422e-26
 3.548136e+00     5.492105e-26
 3.981071e+00     5.676274e-26
 4.466837e+00     5.857359e-26
 5.011876e+00     6.033084e-26
 5.623413e+00     6.200228e-26
 6.309576e+00     6.349889e-26
 7.079456e+00     6.428446e-26
 7.943284e+00     6.463185e-26
 8.912516e+00     6.465027e-26
 1.000000e+01     6.429045e-26
 1.122019e+01     6.341008e-26
 1.258925e+01     6.244991e-26
 1.412538e+01     6.192863e-26
 1.584894e+01     6.086732e-26
 1.778279e+01     6.020293e-26
 1.995263e+01     5.973551e-26
 2.238721e+01     5.892462e-26
 2.511887e+01     5.744566e-26
 2.818385e+01     5.567257e-26
 3.162278e+01     5.332150e-26
 3.548135e+01     5.053343e-26
 3.981071e+01     4.735601e-26
 4.466837e+01     4.392221e-26
 5.011876e+01     4.040190e-26
 5.623413e+01     3.695118e-26
 6.309576e+01     3.369388e-26
 7.079456e+01     3.074306e-26
 7.943284e+01     2.816257e-26
 8.912515e+01     2.595479e-26
 1.000000e+02     2.410208e-26
 1.120000e+02     2.260569e-26
 1.250000e+02     2.142900e-26
 1.400000e+02     2.047793e-26
 1.550000e+02     1.982729e-26
 1.650000e+02     1.952023e-26
 1.750000e+02     1.930296e-26
 1.850000e+02     1.918626e-26
 1.900000e+02     1.921681e-26
 1.950000e+02     1.941234e-26
 2.000000e+02     1.995430e-26
 2.050000e+02     2.123827e-26
 2.100000e+02     2.410067e-26
 2.150000e+02     3.013356e-26
 2.180000e+02     3.645908e-26
 2.210000e+02     4.602464e-26
 2.240000e+02     6.036232e-26
 2.260000e+02     7.353546e-26
 2.270000e+02     8.150245e-26
 2.275000e+02     8.587874e-26
 2.278400e+02     8.901753e-26
 2.380000e+02     1.173644e-23
 2.500000e+02     2.716279e-23
 2.700000e+02     4.255441e-23
 2.900000e+02     5.228390e-23
 3.035000e+02     5.724046e-23
 3.037800e+02     7.234222e-23
 3.045000e+02     7.174951e-23
 3.060000e+02     7.078534e-23
 3.080000e+02     6.971892e-23
 3.100000e+02     6.878517e-23
 3.120000e+02     6.807026e-23
 3.150000e+02     6.727121e-23
 3.200000e+02     6.658928e-23
 3.250000e+02     6.650312e-23
 3.300000e+02     6.685832e-23
 3.400000e+02     6.838137e-23
 3.600000e+02     7.290044e-23
 3.800000e+02     7.792108e-23
 4.050000e+02     8.437181e-23
 4.250000e+02     8.955104e-23
 4.500000e+02     9.600447e-23
 4.650000e+02     9.983463e-23
 4.750000e+02     1.024242e-22
 4.820000e+02     1.042658e-22
 4.870000e+02     1.055529e-22
 4.910000e+02     1.065381e-22
 4.950000e+02     1.075825e-22
 4.980000e+02     1.083832e-22
 5.000000e+02     1.088847e-22
 5.020000e+02     1.093853e-22
 5.039800e+02     1.099316e-22
 5.100000e+02     1.158321e-22
 5.250000e+02     1.274591e-22
 5.600000e+02     1.447242e-22
 6.000000e+02     1.595419e-22
 6.500000e+02     1.766327e-22
 7.000000e+02     1.953055e-22
 7.500000e+02     2.180924e-22
 8.000000e+02     2.472818e-22
 8.300000e+02     2.687028e-22
 8.600000e+02     2.945114e-22
 8.800000e+02     3.142571e-22
