## EBL from Khaire & Srianand 2018; Q20 Model with alpha=-2.0 
## Column1:wavelength (Angstrom);  Column2:EBL specific intensity J_nu (erg/s/cm^2/Hz/Sr)
## ===========================================================================================
 1.000000e-08     6.519781e-42
 1.122019e-08     9.496668e-42
 1.258925e-08     1.353662e-41
 1.412538e-08     1.887384e-41
 1.584893e-08     2.579333e-41
 1.778279e-08     3.462413e-41
 1.995263e-08     4.574206e-41
 2.238721e-08     5.957557e-41
 2.511887e-08     7.661412e-41
 2.818382e-08     9.741686e-41
 3.162278e-08     1.226251e-40
 3.548135e-08     1.529744e-40
 3.981071e-08     1.893111e-40
 4.466837e-08     2.326112e-40
 5.011870e-08     2.839998e-40
 5.623413e-08     3.447786e-40
 6.309576e-08     4.164517e-40
 7.079456e-08     5.007592e-40
 7.943284e-08     5.997190e-40
 8.912505e-08     7.156641e-40
 1.000000e-07     8.513029e-40
 1.122019e-07     1.009770e-39
 1.258925e-07     1.194696e-39
 1.412538e-07     1.410299e-39
 1.584892e-07     1.661454e-39
 1.778279e-07     1.953826e-39
 1.995263e-07     2.293971e-39
 2.238721e-07     2.689486e-39
 2.511887e-07     3.149189e-39
 2.818382e-07     3.683282e-39
 3.162278e-07     4.303611e-39
 3.548136e-07     5.023886e-39
 3.981071e-07     5.859994e-39
 4.466837e-07     6.830374e-39
 5.011870e-07     7.956356e-39
 5.623413e-07     9.262702e-39
 6.309576e-07     1.077807e-38
 7.079456e-07     1.253568e-38
 7.943284e-07     1.457406e-38
 8.912505e-07     1.693779e-38
 1.000000e-06     1.967863e-38
 1.122019e-06     2.285647e-38
 1.258925e-06     2.654071e-38
 1.412538e-06     3.081189e-38
 1.584893e-06     3.576317e-38
 1.778279e-06     4.150264e-38
 1.995263e-06     4.815555e-38
 2.238721e-06     5.586687e-38
 2.511887e-06     6.480484e-38
 2.818382e-06     7.516417e-38
 3.162278e-06     8.717077e-38
 3.548136e-06     1.010862e-37
 3.981071e-06     1.172134e-37
 4.466837e-06     1.359040e-37
 5.011870e-06     1.575646e-37
 5.623413e-06     1.826675e-37
 6.309576e-06     2.117590e-37
 7.079456e-06     2.454721e-37
 7.943284e-06     2.845415e-37
 8.912505e-06     3.298169e-37
 1.000000e-05     3.822847e-37
 1.122019e-05     4.430865e-37
 1.258925e-05     5.135449e-37
 1.412538e-05     5.951949e-37
 1.584893e-05     6.898120e-37
 1.778279e-05     7.994561e-37
 1.995263e-05     9.265137e-37
 2.238721e-05     1.073748e-36
 2.511887e-05     1.244365e-36
 2.818382e-05     1.442075e-36
 3.162278e-05     1.671182e-36
 3.548135e-05     1.936671e-36
 3.981071e-05     2.244316e-36
 4.466837e-05     2.600816e-36
 5.011870e-05     3.013920e-36
 5.623413e-05     3.492625e-36
 6.309577e-05     4.047343e-36
 7.079457e-05     4.690137e-36
 7.943284e-05     5.435002e-36
 8.912505e-05     6.298132e-36
 1.000000e-04     7.298323e-36
 1.122018e-04     8.457316e-36
 1.258926e-04     9.798961e-36
 1.412538e-04     1.131305e-35
 1.584893e-04     1.306078e-35
 1.778279e-04     1.509002e-35
 1.995262e-04     1.744993e-35
 2.238722e-04     2.019729e-35
 2.511887e-04     2.339878e-35
 2.818383e-04     2.713310e-35
 3.162278e-04     3.149315e-35
 3.548134e-04     3.658866e-35
 3.981073e-04     4.254939e-35
 4.466837e-04     4.952884e-35
 5.011873e-04     5.770879e-35
 5.623413e-04     6.730464e-35
 6.309572e-04     7.857181e-35
 7.079460e-04     9.181341e-35
 7.943284e-04     1.073891e-34
 8.912510e-04     1.257263e-34
 1.000000e-03     1.473332e-34
 1.122018e-03     1.728138e-34
 1.258926e-03     2.028877e-34
 1.412538e-03     2.384103e-34
 1.584893e-03     2.804016e-34
 1.778279e-03     3.300769e-34
 1.995262e-03     3.888854e-34
 2.238722e-03     4.585553e-34
 2.511887e-03     5.411483e-34
 2.818383e-03     6.391267e-34
 3.162278e-03     7.554306e-34
 3.548133e-03     8.935711e-34
 3.981073e-03     1.057747e-33
 4.466837e-03     1.252974e-33
 5.011873e-03     1.485256e-33
 5.623413e-03     1.761788e-33
 6.309573e-03     2.091217e-33
 7.079460e-03     2.483991e-33
 7.943284e-03     2.952820e-33
 8.912510e-03     3.513322e-33
 1.000000e-02     4.184836e-33
 1.122019e-02     4.991458e-33
 1.258925e-02     5.963218e-33
 1.412538e-02     7.137459e-33
 1.584894e-02     8.560145e-33
 1.778279e-02     1.028731e-32
 1.995263e-02     1.238650e-32
 2.238721e-02     1.493813e-32
 2.511887e-02     1.803724e-32
 2.818385e-02     2.179531e-32
 3.162277e-02     2.634256e-32
 3.548136e-02     3.183126e-32
 3.981071e-02     3.843895e-32
 4.466837e-02     4.637389e-32
 5.011876e-02     5.588046e-32
 5.623413e-02     6.724654e-32
 6.309576e-02     8.081281e-32
 7.079456e-02     9.698254e-32
